"pix","year","for_age_2003","for_con_2003","for_pro","elev","p1_trend","p1_trend_slope","trend_20yrs","delta_for_age_lag3","delta_for_con_lag3","delta_cmi_sm_lag3","delta_dd5_wt_lag3","avg_for_age","avg_for_con","avg_cmi_sm","avg_dd5_wt","min_cmi_sm","min_dd5_wt","max_cmi_sm","max_dd5_wt","delta_for_age_lag2","delta_for_con_lag2","delta_cmi_sm_lag2","delta_dd5_wt_lag2","delta_for_age_lag1","delta_for_con_lag1","delta_cmi_sm_lag1","delta_dd5_wt_lag1","delta_for_age","delta_for_con","delta_cmi_sm","delta_dd5_wt","fire","harv","insc","gfc","canlad","abio","count_brk_neg","sum_brk_magnitude_neg","avg_brk_magnitude_neg","count_brk_pos","sum_brk_magnitude_pos","avg_brk_magnitude_pos","cmi_sm_nrange","dd5_wt_nrange","min_cmi_sm_rel","max_cmi_sm_rel","min_dd5_wt_rel","max_dd5_wt_rel","map_nrange","mat_nrange","min_map_rel","max_map_rel","min_mat_rel","max_mat_rel","cmi_sm_cv","dd5_wt_cv","cmi_sm_cqv","dd5_wt_cqv","cmi_sm_nrange30","min_cmi_sm_rel30","max_cmi_sm_rel30","dd5_wt_nrange30","min_dd5_wt_rel30","max_dd5_wt_rel30","map_nrange30","min_map_rel30","max_map_rel30","mat_nrange30","min_mat_rel30","max_mat_rel30","cmi_sm_nrange30_reg","min_cmi_sm_rel30_reg","max_cmi_sm_rel30_reg","dd5_wt_nrange30_reg","min_dd5_wt_rel30_reg","max_dd5_wt_rel30_reg","map_nrange30_reg","min_map_rel30_reg","max_map_rel30_reg","mat_nrange30_reg","min_mat_rel30_reg","max_mat_rel30_reg","cmi_sm_rel30","dd5_wt_rel30","cmi_sm_rel30_reg","dd5_wt_rel30_reg","canlad_factor"
319438,2003,74.074,41.448,1,442.207,1,2.853,,,,-11.355,0,69.482,42.148,-3.129,6.2,-10.09,5,1.104,9,-4.593,0.7,3.729,2,-2.297,0.35,1.282,-3.197,-9.184,1.4,5.56,4,,0,0,0,0,0,0,0,0,0,0,0,-3.578,0.645,3.225,-0.353,0.806,1.452,0.192,0.447,0.914,1.106,0.806,1.254,1.253,0.237,-0.767,0.091,8.193,-7.385,0.808,1,1.25,2.25,0.197,0.939,1.136,0.512,0.923,1.435,-5.135,4.628,-0.506,1.067,1.333,2.4,0.199,0.947,1.146,0.483,0.871,1.354,-1.29010965742524,0.55,1.435,1.653,"0"
288617,2003,79.756,44.948,1,445.85,1,4.178,,,,-10.907,0,84.442,44.533,-3.034,5.943,-10.485,5,1.548,8,4.687,-0.415,3.814,2,2.344,-0.207,1.793,-2.979,9.373,-0.83,5.681,3,,0,1,0,0,0,0,0,0,0,0,0,-3.966,0.505,3.456,-0.51,0.841,1.346,0.201,0.461,0.912,1.113,0.8,1.262,1.377,0.185,-0.938,0.091,9.392,-8.183,1.208,0.75,1.25,2,0.206,0.933,1.139,0.526,0.913,1.439,-5.52,4.81,-0.71,0.8,1.333,2.133,0.206,0.935,1.141,0.48,0.834,1.314,-1.36797312101775,0.48575,1.392,1.585,"0"
102502,2003,91.096,34.769,0,421.097,1,2.88,1,,,-8.173,0,95.09,34.932,-2.705,5,-11.613,4,2.921,7,3.995,0.163,3.969,2,1.998,0.082,5.676,-3,7.989,0.325,5.412,3,,0,0,1,0,0,0,0,0,0,0,0,-5.373,0.6,4.293,-1.08,0.8,1.4,0.207,0.497,0.912,1.119,0.788,1.285,1.79,0.219,-0.772,0.111,16.108,-12.87,3.237,1,1.333,2.333,0.209,0.922,1.13,0.58,0.918,1.498,-6.667,5.327,-1.34,0.8,1.067,1.867,0.21,0.927,1.137,0.492,0.779,1.271,-1.9978724856971,0.666666666666667,1.241,1.333,"0"
11277,2003,76.179,42.809,0,223.086,1,2.973,,,,-3.468,0,77.332,39.578,-5.19,5,-15.612,4,-0.244,7,1.152,-3.231,5.902,2,0.576,-1.615,6.457,-4.187,2.306,-6.463,2.417,3,,0,0,0,0,0,0,0,0,0,0,0,-2.961,0.6,3.008,0.047,0.8,1.4,0.267,0.39,0.882,1.149,0.837,1.227,1.045,0.219,-0.336,0.111,4.057,-4.121,-0.064,1,1.333,2.333,0.267,0.88,1.147,0.443,0.951,1.395,-7.05,7.161,0.112,0.8,1.067,1.867,0.249,0.821,1.07,0.48,1.029,1.509,-0.370132502643219,0.666666666666667,2.381,1.333,"0"
176276,2003,104.957,23.946,0,460.94,1,4.275,,,,-7.591,0,95.113,23.978,-1.757,6.164,-8.94,5,3.839,8.91,-9.844,0.031,4.606,2,-4.922,0.016,7.455,-3.791,-19.687,0.063,4.71,3.91,,0,0,0,0,0,0,0,0,0,0,0,-7.273,0.634,5.088,-2.185,0.811,1.445,0.17,0.457,0.916,1.086,0.791,1.248,2.338,0.233,-0.366,0.091,41.198,-28.821,12.376,1.303,1.667,2.97,0.176,0.95,1.126,0.529,0.916,1.446,-5.862,4.101,-1.761,1.043,1.333,2.376,0.191,1.03,1.221,0.501,0.868,1.37,-4.664309067735,1.05466666666667,0.806,1.644,"0"
291723,2003,92.477,35.373,0,461.461,1,3.44,,,,-10.862,0,95.087,34.074,-2.916,5.802,-10.449,5,1.708,8,2.61,-1.3,4.098,2,1.305,-0.65,1.666,-2.998,5.219,-2.598,5.647,3,,0,0,0,0,0,0,0,0,0,0,0,-4.169,0.517,3.583,-0.586,0.862,1.379,0.205,0.465,0.911,1.116,0.8,1.265,1.445,0.201,-1.009,0.091,9.979,-8.577,1.402,0.75,1.25,2,0.21,0.932,1.141,0.539,0.926,1.465,-5.577,4.793,-0.783,0.8,1.333,2.133,0.209,0.929,1.139,0.477,0.821,1.298,-1.39360807626611,0.4505,1.338,1.547,"0"
50872,2003,81.509,28.578,0,364.49,1,4.677,1,,,-6.624,-0.07,81.194,30.595,-1.653,5.725,-9.977,4,5.024,8.696,-0.314,2.017,5.062,2.93,-0.157,1.009,8.218,-4.061,-0.629,4.035,5.823,3.766,,0,0,0,0,0,0,0,0,0,0,0,-9.075,0.82,6.036,-3.039,0.699,1.519,0.172,0.417,0.911,1.083,0.815,1.232,2.944,0.282,-1.049,0.098,47.637,-31.683,15.954,1.565,1.333,2.899,0.178,0.938,1.116,0.485,0.946,1.431,-6.881,4.577,-2.305,1.252,1.067,2.319,0.184,0.972,1.156,0.483,0.942,1.425,-4.24922916973457,0.908333333333333,0.758,1.527,"0"
107897,2003,64.832,50.977,0,191.347,1,3.054,1,,,-5.647,0,66.279,53.609,-6.551,5.989,-16.405,4,-1.354,8.943,1.446,2.633,5.938,2,0.723,1.316,4.964,-5,2.893,5.264,3.586,3.943,,0,0,0,0,0,0,0,0,0,0,0,-2.298,0.825,2.504,0.207,0.668,1.493,0.254,0.361,0.891,1.145,0.858,1.219,0.797,0.276,-0.308,0.091,2.88,-3.139,-0.259,1.236,1,2.236,0.255,0.896,1.151,0.403,0.96,1.363,-6.904,7.525,0.621,1.318,1.067,2.385,0.233,0.818,1.051,0.475,1.13,1.605,-0.253414459181589,0.49725,3.005,1.597,"0"
326769,2003,,,0,322.774,1,5.38,,,,-10.601,-0.701,,,-4.902,6.473,-12.423,5,-0.476,9.366,,,5.618,2,,,1.105,-4.701,,,5.014,4.366,,0,0,0,0,0,0,0,0,0,0,0,-2.437,0.674,2.534,0.097,0.772,1.447,0.214,0.394,0.908,1.122,0.833,1.227,0.836,0.251,-0.382,0.167,3.507,-3.646,-0.14,1.092,1.25,2.342,0.22,0.931,1.151,0.445,0.94,1.386,-5.48,5.699,0.218,1.164,1.333,2.498,0.202,0.857,1.059,0.478,1.01,1.488,-0.438777367746651,0.61825,2.249,1.726,"0"
326742,2003,101.839,17.876,0,394.047,1,3.674,,,,-10.86,0,103.938,18.352,-3.922,6.152,-11.331,5,0.507,8.759,2.1,0.475,5.233,2,1.05,0.238,1.037,-3.509,4.198,0.951,5.218,3.759,,0,0,0,0,0,0,0,0,0,0,0,-3.018,0.611,2.889,-0.129,0.813,1.424,0.21,0.43,0.909,1.119,0.816,1.246,1.039,0.224,-0.543,0.091,4.951,-4.739,0.212,0.94,1.25,2.19,0.216,0.932,1.148,0.489,0.928,1.417,-5.43,5.198,-0.233,1.002,1.333,2.336,0.205,0.884,1.089,0.481,0.912,1.394,-0.640275637887899,0.538,1.799,1.641,"0"
310264,2003,96.42,24.876,0,446.46,1,4.177,,,,-10.903,0,104.097,21.947,-3.117,5.944,-10.637,5,1.462,8,7.677,-2.929,4.761,2,3.839,-1.465,1.344,-3,15.354,-5.857,5.495,3,,0,0,1,0,0,0,0,0,0,0,0,-3.882,0.505,3.413,-0.469,0.841,1.346,0.208,0.47,0.909,1.118,0.8,1.27,1.339,0.185,-0.829,0.091,7.914,-6.958,0.956,0.75,1.25,2,0.213,0.931,1.145,0.536,0.914,1.45,-5.55,4.879,-0.671,0.8,1.333,2.133,0.209,0.913,1.122,0.491,0.837,1.328,-1.03885541972607,0.486,1.43,1.585,"0"
5792,2003,67.045,38.84,0,388.08,1,3.519,,,,-6.997,0,70.867,39.141,-2.247,4.8,-11.484,4,3.982,7,3.822,0.301,4.498,2,1.911,0.151,7.666,-3,7.643,0.601,5.622,3,,0,0,0,0,0,0,0,0,0,0,0,-6.883,0.625,5.111,-1.772,0.833,1.458,0.198,0.489,0.914,1.112,0.784,1.273,2.25,0.243,-0.462,0.111,30.582,-22.708,7.874,1,1.333,2.333,0.2,0.925,1.125,0.58,0.928,1.507,-7.094,5.268,-1.827,0.8,1.067,1.867,0.203,0.935,1.137,0.501,0.802,1.303,-3.44318253201407,0.6,1.031,1.28,"0"
185603,2003,85.313,61.767,0,435.453,1,2.666,,,,-8.89,0,86.443,60.947,-2.315,6,-9.808,5,3.17,8,1.129,-0.82,3.62,2,0.564,-0.41,6.176,-3,2.259,-1.639,5.338,3,,0,0,0,0,0,0,0,0,0,0,0,-5.606,0.5,4.237,-1.369,0.833,1.333,0.17,0.442,0.917,1.087,0.804,1.246,1.813,0.183,-0.284,0.091,19.43,-14.684,4.746,1,1.667,2.667,0.175,0.946,1.121,0.512,0.932,1.444,-5.953,4.499,-1.454,0.8,1.333,2.133,0.186,1.003,1.189,0.479,0.871,1.349,-2.46595274523625,1,1.062,1.6,"0"
106878,2003,78.616,27.969,0,204.905,1,3.628,,,,-5.537,0,80.338,33.787,-6.372,5.841,-16.273,4,-1.166,8.373,1.721,5.817,6.036,2,0.861,2.908,5.005,-5,3.444,11.635,3.521,3.373,,0,0,0,0,0,0,0,0,0,0,0,-2.371,0.749,2.554,0.183,0.685,1.433,0.254,0.362,0.891,1.145,0.851,1.213,0.823,0.248,-0.322,0.091,2.971,-3.2,-0.229,1.093,1,2.093,0.255,0.896,1.151,0.406,0.955,1.361,-6.93,7.465,0.535,1.166,1.067,2.233,0.233,0.821,1.055,0.475,1.116,1.591,-0.253126830696883,0.46025,2.923,1.558,"0"
142435,2003,78.654,59.067,1,411.192,1,3.168,,,,-8.522,0,77.886,58.149,-2.243,5.6,-10.111,4,3.536,8,-0.768,-0.918,3.82,2,-0.384,-0.459,6.524,-3,-1.536,-1.836,5.584,3,,0,1,0,0,0,0,0,0,0,0,0,-6.084,0.714,4.508,-1.576,0.714,1.429,0.17,0.452,0.916,1.086,0.803,1.255,1.965,0.242,-0.249,0.091,22.134,-16.399,5.735,1.333,1.333,2.667,0.174,0.942,1.117,0.524,0.931,1.455,-6.26,4.638,-1.622,1.067,1.067,2.133,0.183,0.988,1.17,0.491,0.871,1.361,-2.63785386655365,0.866666666666667,1.029,1.493,"0"
1554,2003,93.11,40.554,0,365.263,1,4.833,,,,-6.357,-0.414,90.949,40.867,-1.352,5.4,-10.178,4,5.623,8,-2.162,0.314,5.122,2,-1.081,0.157,8.477,-4,-4.323,0.626,6.178,4,,0,1,0,0,0,0,0,0,0,0,0,-11.687,0.741,7.528,-4.159,0.741,1.481,0.182,0.443,0.91,1.092,0.803,1.246,3.804,0.277,-1.819,0.2,158.01,-101.78,56.23,1.333,1.333,2.667,0.187,0.933,1.12,0.52,0.942,1.463,-7.248,4.669,-2.579,1.067,1.067,2.133,0.192,0.96,1.152,0.501,0.908,1.409,-13.6437042620778,0.8,0.62,1.44,"0"
268939,2003,72.221,54.254,1,449.117,1,3.944,,,,-10.712,0,76.75,57.942,-2.892,6.2,-9.69,5,1.635,9,4.528,3.688,2.684,2,2.264,1.844,3.462,-4,9.058,7.376,5.5,4,,0,0,0,0,0,0,0,0,0,0,0,-3.916,0.645,3.351,-0.565,0.806,1.452,0.173,0.441,0.919,1.092,0.808,1.248,1.322,0.237,-0.58,0.091,10.713,-9.167,1.547,1,1.25,2.25,0.179,0.948,1.127,0.5,0.917,1.417,-5.195,4.445,-0.75,1.067,1.333,2.4,0.188,0.996,1.184,0.475,0.871,1.346,-1.73578119212438,0.55,1.327,1.653,"0"
307166,2003,87.904,21.153,0,436.65,1,5.634,,,,-10.878,0,90.22,23.721,-3.274,5.966,-10.711,5,1.237,8,2.317,2.568,4.48,2,1.159,1.284,1.366,-3,4.633,5.136,5.479,3,,0,0,0,0,0,0,0,0,0,0,0,-3.649,0.503,3.272,-0.378,0.838,1.341,0.206,0.466,0.911,1.117,0.801,1.267,1.263,0.184,-0.785,0.091,7.324,-6.565,0.758,0.75,1.25,2,0.211,0.933,1.144,0.536,0.922,1.458,-5.481,4.913,-0.567,0.8,1.333,2.133,0.207,0.915,1.121,0.493,0.848,1.341,-1.0068130781334,0.4915,1.502,1.591,"0"
354286,2003,90.813,27.749,0,482.428,1,2.875,,,,-11.757,0,93.857,29.459,-2.947,6.4,-8.76,5,0.606,9,3.044,1.709,2.719,2,1.522,0.855,1.449,-4,6.088,3.419,5.189,4,,0,0,0,0,0,0,0,0,0,0,0,-3.178,0.625,2.973,-0.206,0.781,1.406,0.177,0.458,0.919,1.096,0.799,1.257,1.144,0.234,-0.735,0.167,8.557,-8.003,0.554,1,1.25,2.25,0.183,0.953,1.136,0.525,0.917,1.442,-4.296,4.018,-0.278,1.067,1.333,2.4,0.194,1.008,1.202,0.499,0.871,1.37,-1.69246436865935,0.6,1.352,1.707,"0"
282578,2003,76.444,13.374,0,366.365,1,4.279,1,,,-9.89,0,77.771,12.931,-4.367,5.983,-12.542,5,0.561,8,1.327,-0.442,5.633,2,0.664,-0.221,1.956,-3.57,2.654,-0.885,5.195,3,,0,0,0,0,0,0,0,0,0,0,0,-3,0.501,2.872,-0.128,0.836,1.337,0.223,0.426,0.905,1.128,0.82,1.246,1.024,0.183,-0.52,0.091,4.436,-4.246,0.19,0.75,1.25,2,0.227,0.924,1.151,0.485,0.934,1.419,-6.011,5.753,-0.257,0.8,1.333,2.133,0.213,0.867,1.081,0.486,0.936,1.422,-0.478466678709737,0.49575,2.003,1.595,"0"
127115,2003,92.312,45.501,0,426.013,1,2.851,,,,-8.793,0,92.31,49.418,-2.525,5,-11.002,4,3.182,7,-0.002,3.917,3.625,2,-0.001,1.959,5.766,-3,-0.004,7.835,5.733,3,,0,0,0,0,0,0,0,0,0,0,0,-5.617,0.6,4.357,-1.26,0.8,1.4,0.191,0.464,0.915,1.106,0.799,1.263,1.849,0.219,-0.644,0.111,19.043,-14.771,4.272,1,1.333,2.333,0.195,0.932,1.126,0.545,0.939,1.485,-6.506,5.047,-1.46,0.8,1.067,1.867,0.199,0.952,1.151,0.475,0.818,1.293,-2.39005505797368,0.666666666666667,1.158,1.333,"0"
83101,2003,84.734,52.817,0,296.98,1,3.162,,,,-6.583,0,87.704,54.024,-4.764,5,-14.322,4,0.565,7,2.97,1.206,4.887,2,1.485,0.603,5.422,-3.133,5.939,2.413,4.326,3,,0,0,0,0,0,0,0,0,0,0,0,-3.125,0.6,3.006,-0.119,0.8,1.4,0.238,0.439,0.899,1.137,0.816,1.255,1.067,0.219,-0.398,0.111,4.803,-4.62,0.182,1,1.333,2.333,0.239,0.902,1.14,0.508,0.944,1.453,-6.829,6.57,-0.259,0.8,1.067,1.867,0.227,0.858,1.085,0.481,0.894,1.375,-0.536888068257992,0.666666666666667,2.185,1.333,"0"
29325,2003,59.075,38.049,0,336.747,1,2.974,,,,-6.812,-1,59.847,39.082,-2.103,5.4,-10.778,4,4.536,8,0.772,1.033,4.863,2,0.386,0.517,8.109,-4.211,1.544,2.067,5.957,4,,0,0,0,0,0,0,0,0,0,0,0,-7.282,0.741,5.125,-2.157,0.741,1.481,0.181,0.435,0.91,1.092,0.807,1.242,2.363,0.277,-0.831,0.2,23.29,-16.392,6.899,1.333,1.333,2.667,0.186,0.933,1.119,0.51,0.944,1.454,-7.025,4.944,-2.081,1.067,1.067,2.133,0.189,0.952,1.141,0.501,0.929,1.43,-2.19831977192002,0.8,0.965,1.44,"0"
310443,2003,70.709,23.974,0,334.779,1,3.367,,,,-9.472,-0.823,76.772,21.845,-5.265,6.579,-13.522,5,-0.494,9.719,6.063,-2.129,7.633,2.177,3.032,-1.064,2.123,-5.542,12.126,-4.258,4.292,4.542,,0,0,0,0,0,0,0,0,0,0,0,-2.474,0.717,2.568,0.094,0.76,1.477,0.228,0.378,0.902,1.129,0.842,1.22,0.836,0.262,-0.226,0.15,3.057,-3.173,-0.116,1.18,1.25,2.43,0.234,0.927,1.161,0.425,0.948,1.373,-5.976,6.203,0.227,1.258,1.333,2.592,0.218,0.862,1.08,0.482,1.073,1.554,-0.235543679242875,0.64475,2.415,1.754,"0"
112681,2003,70.769,49.426,0,381.711,1,3.33,,,,-8.664,0,68.316,48.688,-2.815,5.4,-11.143,4,2.973,8,-2.452,-0.738,3.557,1.227,-1.226,-0.369,6.188,-4,-4.905,-1.476,5.779,4,,0,0,0,0,0,0,0,0,0,0,0,-5.015,0.741,3.958,-1.056,0.741,1.481,0.183,0.452,0.916,1.099,0.804,1.256,1.636,0.277,-0.332,0.2,13.449,-10.616,2.832,1.333,1.333,2.667,0.187,0.936,1.123,0.528,0.94,1.467,-6.475,5.111,-1.364,1.067,1.067,2.133,0.192,0.958,1.15,0.489,0.871,1.36,-1.68192838183303,0.8,1.291,1.44,"0"
16068,2003,94.985,66.623,0,334.245,1,4.389,,,,-7.189,0,90.355,69.182,-2.799,5,-11.974,4,3.38,7,-4.629,2.559,4.446,2,-2.315,1.279,7.56,-3.443,-9.26,5.117,5.652,3,,0,0,0,0,0,0,0,0,0,0,0,-5.486,0.6,4.278,-1.208,0.8,1.4,0.196,0.455,0.914,1.11,0.802,1.257,1.794,0.219,-0.337,0.111,14.484,-11.296,3.189,1,1.333,2.333,0.199,0.926,1.124,0.533,0.94,1.472,-7.043,5.493,-1.55,0.8,1.067,1.867,0.199,0.929,1.128,0.491,0.866,1.357,-1.6404512608702,0.666666666666667,1.284,1.333,"0"
459051,2003,76.894,34.756,0,324.238,1,3.006,1,,,-11.758,0,78.549,29.41,-5.832,8.6,-9.853,6,-2.385,13,1.656,-5.346,2.563,3,0.828,-2.673,0.924,-7,3.31,-10.692,3.371,6,,0,0,0,0,0,0,0,0,0,0,0,-1.281,0.814,1.689,0.409,0.698,1.512,0.183,0.352,0.919,1.102,0.842,1.194,0.447,0.281,-0.29,0.125,1.908,-2.518,-0.609,1.4,1.2,2.6,0.191,0.961,1.152,0.391,0.935,1.326,-3.426,4.52,1.094,1.867,1.6,3.467,0.201,1.011,1.212,0.485,1.159,1.644,-0.490385190405187,0.72,2.675,2.293,"0"
486193,2003,79.828,13.577,0,379.895,1,4.526,5,,,-12.991,-1,77.556,15.389,-5.413,7.919,-11.777,6,-2.209,12,-2.272,1.813,8.283,2,-1.136,0.907,-1.179,-6,-4.544,3.625,3.872,6,,0,1,0,0,0,0,0,0,0,0,0,-1.768,0.758,2.176,0.408,0.758,1.515,0.201,0.375,0.908,1.11,0.842,1.218,0.649,0.277,-0.463,0.143,2.282,-2.809,-0.527,1.2,1.2,2.4,0.211,0.952,1.163,0.423,0.949,1.372,-4.389,5.402,1.013,1.6,1.6,3.2,0.2,0.9,1.1,0.498,1.117,1.615,-0.29086340633139,0.5838,2.483,2.112,"0"
306254,2003,84.04,27.987,0,369.996,1,4.333,,,,-10.159,0,84.714,27.22,-4.407,6.2,-12.496,5,0.455,9,0.675,-0.767,6.291,2,0.338,-0.384,1.563,-4,1.348,-1.533,5.08,4,,0,0,0,0,0,0,0,0,0,0,0,-2.939,0.645,2.835,-0.103,0.806,1.452,0.223,0.424,0.905,1.128,0.821,1.246,0.999,0.237,-0.452,0.091,4.209,-4.061,0.148,1,1.25,2.25,0.228,0.926,1.154,0.478,0.925,1.403,-5.941,5.732,-0.209,1.067,1.333,2.4,0.214,0.868,1.081,0.492,0.952,1.444,-0.432138591345016,0.55,2.022,1.653,"0"
11840,2003,85.404,45.147,0,341.399,1,3.505,,,,-6.532,-1,82.096,45.81,-1.774,5.4,-10.558,4,5.067,8,-3.307,0.663,5.037,2,-1.654,0.332,8.364,-4,-6.615,1.326,6.09,4,,0,1,0,0,0,0,0,0,0,0,0,-8.808,0.741,5.952,-2.856,0.741,1.481,0.182,0.438,0.91,1.092,0.806,1.244,2.864,0.277,-1.181,0.2,41.362,-27.949,13.413,1.333,1.333,2.667,0.186,0.933,1.12,0.514,0.946,1.459,-7.167,4.843,-2.324,1.067,1.067,2.133,0.19,0.952,1.143,0.501,0.923,1.425,-3.69607120005043,0.8,0.814,1.44,"0"
137241,2003,97.753,26.685,0,406.277,1,3.145,,,,-7.668,0,95.002,27.259,-2.105,6.197,-9.767,5,3.765,9,-2.751,0.575,4.45,2,-1.376,0.288,7.322,-4,-5.501,1.148,5.217,4,,0,1,0,0,0,0,0,0,0,0,0,-6.429,0.645,4.64,-1.789,0.807,1.452,0.163,0.434,0.915,1.078,0.805,1.239,2.069,0.237,-0.35,0.091,21.764,-15.709,6.055,1.333,1.667,3,0.168,0.945,1.113,0.503,0.933,1.436,-6.207,4.48,-1.727,1.067,1.333,2.4,0.178,1.001,1.179,0.491,0.91,1.402,-2.38554479447669,1.06566666666667,0.966,1.653,"0"
2690,2003,67.377,45.207,0,335.407,1,4.137,,,,-7.022,0,68.528,44.782,-2.71,5.042,-11.89,4,3.579,7.21,1.15,-0.425,4.524,2,0.575,-0.212,7.756,-3.722,2.301,-0.85,5.732,3.21,,0,0,0,0,0,0,0,0,0,0,0,-5.708,0.637,4.387,-1.321,0.793,1.43,0.195,0.459,0.914,1.109,0.797,1.256,1.865,0.233,-0.415,0.111,15.549,-11.951,3.597,1.07,1.333,2.403,0.198,0.927,1.124,0.542,0.941,1.483,-7.096,5.454,-1.642,0.856,1.067,1.923,0.198,0.928,1.127,0.501,0.87,1.371,-1.72398212724039,0.680666666666667,1.243,1.345,"0"
320537,2003,74.362,52.347,0,389.834,1,3.428,,,,-10.955,0,77.615,53.651,-3.952,6.206,-11.236,5,0.392,9,3.253,1.305,4.629,2,1.627,0.653,1.091,-3.656,6.506,2.609,5.338,4,,0,0,0,0,0,0,0,0,0,0,0,-2.942,0.645,2.843,-0.099,0.806,1.45,0.205,0.435,0.911,1.115,0.814,1.249,1.022,0.237,-0.574,0.093,4.996,-4.828,0.168,1,1.25,2.25,0.21,0.934,1.144,0.492,0.921,1.413,-5.334,5.154,-0.18,1.067,1.333,2.4,0.201,0.895,1.096,0.488,0.914,1.402,-0.698134447946392,0.5515,1.813,1.655,"0"
329757,2003,71.09,51.799,0,432.965,1,3.58,,,,-11.37,0,70.386,54.36,-3.339,6.2,-10.38,5,0.878,9,-0.704,2.561,4.157,2,-0.352,1.281,0.845,-3.085,-1.407,5.122,5.51,4,,0,0,0,0,0,0,0,0,0,0,0,-3.372,0.645,3.109,-0.263,0.806,1.452,0.199,0.452,0.912,1.111,0.806,1.258,1.184,0.237,-0.726,0.091,6.932,-6.391,0.541,1,1.25,2.25,0.204,0.937,1.141,0.515,0.917,1.432,-5.164,4.761,-0.403,1.067,1.333,2.4,0.201,0.925,1.126,0.49,0.873,1.363,-1.05589117537672,0.55,1.532,1.653,"0"
73999,2003,85.161,57.743,0,216.61,1,3.669,,,,-4.683,-1,85.086,59.063,-5.895,5.4,-16.058,4,-0.76,8,-0.074,1.32,6.154,1,-0.037,0.66,5.568,-5,-0.149,2.641,3.058,4,,0,0,1,0,0,0,0,0,0,0,0,-2.595,0.741,2.724,0.129,0.741,1.481,0.26,0.373,0.886,1.147,0.849,1.222,0.906,0.277,-0.334,0.2,3.301,-3.465,-0.164,1,1,2,0.261,0.89,1.152,0.421,0.957,1.378,-7.017,7.366,0.349,1.067,1.067,2.133,0.241,0.82,1.061,0.482,1.095,1.577,-0.272203866095946,0.35,2.704,1.44,"0"
588,2003,64.311,35.141,0,365.37,1,3.689,1,,,-6.913,0,67.544,32.611,-1.821,5,-10.87,4,4.805,7,3.233,-2.531,4.707,2,1.616,-1.266,8.1,-3.711,6.466,-5.061,6.045,3,,0,0,0,0,0,0,0,0,0,0,0,-8.608,0.6,5.969,-2.639,0.8,1.4,0.189,0.462,0.913,1.101,0.795,1.256,2.798,0.219,-1.108,0.111,68.211,-47.302,20.909,1,1.333,2.333,0.192,0.93,1.122,0.543,0.935,1.477,-7.19,4.986,-2.204,0.8,1.067,1.867,0.196,0.947,1.143,0.501,0.863,1.364,-6.92420385391584,0.666666666666667,0.835,1.333,"0"
302074,2003,67.337,23.12,0,420.269,1,3.893,,,,-10.51,0,72.607,22.946,-3.438,5.933,-11.197,5,1.289,8,5.27,-0.175,5.221,2,2.635,-0.088,1.538,-3,10.54,-0.349,5.357,3,,0,0,0,0,0,0,0,0,0,0,0,-3.632,0.506,3.257,-0.375,0.843,1.348,0.215,0.459,0.907,1.122,0.805,1.265,1.244,0.186,-0.719,0.091,6.413,-5.751,0.662,0.75,1.25,2,0.22,0.929,1.149,0.526,0.922,1.448,-5.728,5.136,-0.591,0.8,1.333,2.133,0.211,0.891,1.102,0.495,0.868,1.364,-0.765918493528811,0.48325,1.577,1.582,"0"
64451,2003,45.357,59.702,1,312.913,1,3.832,,,,-7.613,0,45.952,59.457,-3.827,5,-12.939,4,1.844,7,0.595,-0.246,4.199,2,0.298,-0.123,6.415,-4,1.191,-0.49,5.247,3,,0,0,0,0,0,0,0,0,0,0,0,-3.863,0.6,3.381,-0.482,0.8,1.4,0.206,0.454,0.913,1.119,0.803,1.257,1.281,0.219,-0.272,0.111,7.383,-6.462,0.921,1,1.333,2.333,0.208,0.922,1.129,0.529,0.937,1.466,-6.781,5.935,-0.846,0.8,1.067,1.867,0.205,0.909,1.114,0.496,0.877,1.372,-0.91130175217331,0.666666666666667,1.756,1.333,"0"
28297,2003,67.277,39.63,0,312.253,1,3.868,,,,-6.806,-1,67.607,41.361,-2.461,5.4,-11.165,4,4.169,8,0.33,1.732,4.898,2,0.165,0.866,8.116,-4.832,0.66,3.463,5.951,4,,0,0,0,0,0,0,0,0,0,0,0,-6.231,0.741,4.537,-1.694,0.741,1.481,0.182,0.429,0.91,1.092,0.809,1.238,2.024,0.277,-0.689,0.2,15.08,-10.98,4.1,1.333,1.333,2.667,0.187,0.933,1.119,0.5,0.943,1.443,-7.034,5.122,-1.912,1.067,1.067,2.133,0.189,0.944,1.133,0.501,0.945,1.447,-1.42015803292125,0.8,1.129,1.44,"0"
22113,2003,89.106,31.078,0,375.257,1,3.77,,,,-6.596,-0.368,82.449,36.485,-1.338,5.4,-10.021,4,5.508,8,-6.657,5.407,5.044,2,-3.328,2.703,8.331,-4,-13.314,10.814,6.077,4,,0,0,0,0,0,0,0,0,0,0,0,-11.606,0.741,7.49,-4.117,0.741,1.481,0.179,0.445,0.911,1.089,0.803,1.248,3.767,0.277,-1.67,0.2,155.29,-100.21,55.08,1.333,1.333,2.667,0.184,0.935,1.118,0.524,0.944,1.468,-7.123,4.597,-2.527,1.067,1.067,2.133,0.19,0.966,1.156,0.498,0.897,1.395,-13.7724736380577,0.8,0.614,1.44,"0"
