"pix","year","for_age_2003","for_con_2003","for_pro","elev","p1_trend","p1_trend_slope","trend_20yrs","delta_for_age_lag3","delta_for_con_lag3","delta_cmi_sm_lag3","delta_dd5_wt_lag3","avg_for_age","avg_for_con","avg_cmi_sm","avg_dd5_wt","min_cmi_sm","min_dd5_wt","max_cmi_sm","max_dd5_wt","delta_for_age_lag2","delta_for_con_lag2","delta_cmi_sm_lag2","delta_dd5_wt_lag2","delta_for_age_lag1","delta_for_con_lag1","delta_cmi_sm_lag1","delta_dd5_wt_lag1","delta_for_age","delta_for_con","delta_cmi_sm","delta_dd5_wt","fire","harv","insc","gfc","canlad","abio","count_brk_neg","sum_brk_magnitude_neg","avg_brk_magnitude_neg","count_brk_pos","sum_brk_magnitude_pos","avg_brk_magnitude_pos","cmi_sm_nrange","dd5_wt_nrange","min_cmi_sm_rel","max_cmi_sm_rel","min_dd5_wt_rel","max_dd5_wt_rel","map_nrange","mat_nrange","min_map_rel","max_map_rel","min_mat_rel","max_mat_rel","cmi_sm_cv","dd5_wt_cv","cmi_sm_cqv","dd5_wt_cqv","cmi_sm_nrange30","min_cmi_sm_rel30","max_cmi_sm_rel30","dd5_wt_nrange30","min_dd5_wt_rel30","max_dd5_wt_rel30","map_nrange30","min_map_rel30","max_map_rel30","mat_nrange30","min_mat_rel30","max_mat_rel30","cmi_sm_nrange30_reg","min_cmi_sm_rel30_reg","max_cmi_sm_rel30_reg","dd5_wt_nrange30_reg","min_dd5_wt_rel30_reg","max_dd5_wt_rel30_reg","map_nrange30_reg","min_map_rel30_reg","max_map_rel30_reg","mat_nrange30_reg","min_mat_rel30_reg","max_mat_rel30_reg","cmi_sm_rel30","dd5_wt_rel30","cmi_sm_rel30_reg","dd5_wt_rel30_reg","canlad_factor"
23190,2003,68.258,25.867,0,439.498,1,5.087,,,,-7.148,0,70.271,23.846,-1.212,4.894,-10.089,4,5.456,7,2.012,-2.021,4.629,2,1.006,-1.011,7.983,-3,4.025,-4.043,6.097,3,,0,0,0,0,1,0,0,0,0,0,0,-12.826,0.613,8.324,-4.502,0.817,1.43,0.184,0.501,0.913,1.097,0.778,1.279,4.151,0.228,-2.311,0.111,43.5,-28.232,15.268,1,1.333,2.333,0.188,0.933,1.121,0.602,0.937,1.539,-7.131,4.628,-2.503,0.8,1.067,1.867,0.195,0.965,1.159,0.501,0.779,1.281,-4.39154157080657,0.631333333333333,0.556,1.305,"0"
269204,2003,81.787,37.213,0,372.252,1,2.714,,,,-9.721,0,82.177,37.142,-3.997,5.982,-12.269,5,1.03,8,0.39,-0.072,5.395,2,0.195,-0.036,2.186,-3,0.78,-0.143,5.265,3,,0,0,0,0,0,0,0,0,0,0,0,-3.327,0.502,3.07,-0.258,0.836,1.337,0.223,0.425,0.906,1.128,0.821,1.247,1.137,0.183,-0.635,0.091,5.184,-4.783,0.402,0.75,1.25,2,0.227,0.923,1.15,0.489,0.944,1.432,-6.1,5.628,-0.472,0.8,1.333,2.133,0.214,0.872,1.087,0.477,0.921,1.398,-0.558108890077078,0.4955,1.833,1.595,"0"
32504,2003,77.288,26.815,0,371.437,1,5.48,,,,-7.497,0,80.325,27.903,-2.408,5,-11.394,4,3.779,7,3.038,1.087,4.268,2,1.519,0.543,7.36,-3,6.075,2.175,5.77,3,,0,0,0,0,0,0,0,0,0,0,0,-6.301,0.6,4.732,-1.569,0.8,1.4,0.192,0.465,0.914,1.107,0.797,1.263,2.054,0.219,-0.407,0.111,22.619,-16.985,5.633,1,1.333,2.333,0.195,0.928,1.124,0.549,0.941,1.489,-6.96,5.227,-1.733,0.8,1.067,1.867,0.198,0.941,1.139,0.49,0.839,1.329,-2.5896260506774,0.666666666666667,1.105,1.333,"0"
302097,2003,84.283,30.665,0,414.008,1,4.943,1,,,-10.365,0,90.317,29.503,-3.577,5.977,-11.457,5,1.207,8,6.035,-1.161,5.567,2,3.018,-0.581,1.547,-3,12.069,-2.323,5.26,3,,0,0,0,0,0,0,0,0,0,0,0,-3.54,0.502,3.203,-0.337,0.837,1.338,0.217,0.455,0.907,1.124,0.807,1.263,1.209,0.183,-0.667,0.091,5.9,-5.338,0.562,0.75,1.25,2,0.222,0.927,1.149,0.519,0.92,1.439,-5.809,5.256,-0.554,0.8,1.333,2.133,0.212,0.885,1.097,0.494,0.875,1.369,-0.666465665678204,0.49425,1.641,1.594,"0"
424441,2003,66.31,19.022,0,438.214,1,2.987,5,,,-12.516,0,71.971,20.356,-3.764,7,-10.306,6,0.068,10,5.661,1.334,6.526,3,2.831,0.667,-0.736,-3,11.322,2.668,4.993,4,,0,0,0,0,0,0,0,0,0,0,0,-2.756,0.571,2.738,-0.018,0.857,1.429,0.2,0.431,0.909,1.109,0.821,1.252,0.969,0.221,-0.525,0.077,4.426,-4.397,0.029,1,1.5,2.5,0.208,0.944,1.152,0.486,0.925,1.411,-4.759,4.728,-0.031,1.067,1.6,2.667,0.2,0.911,1.111,0.499,0.95,1.449,-0.605976927438599,0.75,1.727,1.867,"0"
273177,2003,96.784,34.412,1,444.919,1,4.574,,,,-10.72,0,98.501,33.922,-2.987,5.8,-10.523,5,1.721,8,1.716,-0.49,3.642,2,0.858,-0.245,2.318,-3,3.433,-0.981,5.7,3,,0,0,0,0,0,0,0,0,0,0,0,-4.099,0.517,3.523,-0.576,0.862,1.379,0.198,0.464,0.913,1.111,0.8,1.264,1.413,0.201,-0.94,0.091,10.041,-8.629,1.411,0.75,1.25,2,0.202,0.934,1.136,0.532,0.919,1.451,-5.617,4.827,-0.789,0.8,1.333,2.133,0.204,0.939,1.143,0.484,0.834,1.318,-1.44950635462883,0.45,1.37,1.547,"0"
91092,2003,94.185,66.065,0,420.51,1,4.193,,,,-8.382,0,92.71,64.049,-2.204,5.015,-10.684,4,3.743,7.073,-1.474,-2.016,3.724,2,-0.737,-1.008,6.514,-3,-2.95,-4.031,5.837,3.073,,0,0,0,0,0,0,0,0,0,0,0,-6.546,0.613,4.848,-1.698,0.798,1.41,0.185,0.475,0.916,1.101,0.794,1.269,2.13,0.224,-0.368,0.111,31.846,-23.584,8.262,1.024,1.333,2.358,0.189,0.934,1.123,0.56,0.936,1.496,-6.618,4.901,-1.717,0.819,1.067,1.886,0.194,0.962,1.157,0.489,0.816,1.305,-3.86508185088966,0.671666666666667,1.011,1.337,"0"
251674,2003,73.753,30.601,0,393.678,1,4.077,,,,-9.838,0,77.088,29.853,-3.696,5.8,-11.914,5,1.356,8,3.336,-0.749,4.558,2,1.668,-0.375,2.561,-3,6.671,-1.496,5.507,3,,0,0,0,0,0,0,0,0,0,0,0,-3.59,0.517,3.223,-0.367,0.862,1.379,0.218,0.443,0.907,1.125,0.813,1.256,1.232,0.201,-0.789,0.091,6.299,-5.655,0.644,0.75,1.25,2,0.222,0.922,1.144,0.511,0.936,1.447,-6.087,5.465,-0.622,0.8,1.333,2.133,0.213,0.888,1.101,0.475,0.871,1.346,-0.754441186489826,0.45,1.695,1.547,"0"
456206,2003,100.06,25.828,1,398.245,1,3.82,,,,-12.981,0,96.757,26.339,-4.536,7.6,-10.167,6,-1.431,11,-3.302,0.511,4.609,2,-1.651,0.255,-1.69,-4,-6.606,1.022,4.979,5,,0,0,0,0,0,0,0,0,0,0,0,-1.926,0.658,2.241,0.315,0.789,1.447,0.183,0.401,0.915,1.098,0.827,1.228,0.742,0.244,-0.612,0.143,3.11,-3.62,-0.509,1.25,1.5,2.75,0.191,0.953,1.144,0.452,0.931,1.383,-4.007,4.664,0.656,1.333,1.6,2.933,0.186,0.929,1.115,0.491,1.012,1.503,-0.614889167581046,0.9,2.081,2.027,"0"
42109,2003,86.592,14.943,0,223.439,1,5.065,1,,,-4.23,0,92.986,17.401,-5.657,5.278,-15.882,4,-0.616,7.696,6.394,2.458,5.905,2,3.197,1.229,5.968,-4.908,12.788,4.916,2.84,3.696,,0,0,0,0,0,0,0,0,0,0,0,-2.699,0.7,2.807,0.109,0.758,1.458,0.263,0.385,0.885,1.148,0.841,1.226,0.945,0.259,-0.321,0.175,3.575,-3.719,-0.144,1.232,1.333,2.565,0.263,0.886,1.148,0.435,0.952,1.387,-7.003,7.285,0.283,0.986,1.067,2.052,0.243,0.82,1.064,0.478,1.045,1.522,-0.324659127847434,0.759333333333333,2.595,1.407,"0"
101711,2003,77.67,37.801,0,211.162,1,4.284,,,,-5.729,-0.21,83.819,43.764,-6.223,5.558,-16.067,4,-0.993,8,6.149,5.963,5.78,1.79,3.075,2.981,5.022,-4.636,12.298,11.926,3.701,3.21,,0,0,0,0,0,0,0,0,0,0,0,-2.422,0.72,2.582,0.16,0.72,1.439,0.253,0.37,0.892,1.145,0.852,1.221,0.838,0.248,-0.328,0.112,3.118,-3.324,-0.205,1,1,2,0.254,0.895,1.149,0.418,0.963,1.381,-6.915,7.37,0.456,1.067,1.067,2.133,0.233,0.821,1.054,0.474,1.091,1.564,-0.287344092357974,0.3895,2.855,1.482,"0"
262762,2003,,,1,440.91,1,5.996,,,,-10.636,0,,,-2.872,6.2,-9.692,5,1.718,9,,,2.634,2,,,3.663,-4,,,5.509,4,,0,0,0,0,0,0,0,0,0,0,0,-3.973,0.645,3.375,-0.598,0.806,1.452,0.173,0.445,0.919,1.092,0.802,1.247,1.335,0.237,-0.564,0.091,11.015,-9.357,1.659,1,1.25,2.25,0.179,0.948,1.127,0.509,0.916,1.425,-5.234,4.446,-0.788,1.067,1.333,2.4,0.188,0.998,1.186,0.483,0.869,1.351,-1.77260942097059,0.55,1.317,1.653,"0"
324664,2003,82.768,27.873,0,415.095,1,4.421,,,,-11.019,0,85.727,23.524,-3.6,6.047,-10.969,5,0.834,8.236,2.958,-4.349,4.913,2,1.479,-2.174,1.07,-3.234,5.917,-8.698,5.375,3.236,,0,0,0,0,0,0,0,0,0,0,0,-3.279,0.535,3.047,-0.232,0.827,1.362,0.207,0.438,0.909,1.116,0.813,1.251,1.133,0.195,-0.631,0.091,5.869,-5.454,0.415,0.809,1.25,2.059,0.213,0.933,1.146,0.503,0.933,1.436,-5.414,5.032,-0.383,0.863,1.333,2.196,0.205,0.899,1.104,0.48,0.891,1.372,-0.790064029533486,0.51175,1.651,1.613,"0"
300964,2003,93.506,29.323,0,448.071,1,4.277,,,,-11.05,0,95.292,30.888,-3.053,5.963,-10.41,5,1.429,8,1.786,1.566,3.96,2,0.893,0.783,1.453,-3,3.572,3.131,5.64,3,,0,0,0,0,0,0,0,0,0,0,0,-3.878,0.503,3.41,-0.468,0.839,1.342,0.202,0.458,0.912,1.114,0.803,1.26,1.351,0.184,-0.912,0.091,8.964,-7.882,1.082,0.75,1.25,2,0.207,0.933,1.141,0.523,0.917,1.439,-5.431,4.775,-0.656,0.8,1.333,2.133,0.206,0.931,1.137,0.479,0.84,1.318,-1.31150051685242,0.49075,1.4,1.59,"0"
31537,2003,83.323,23.826,0,390.921,1,5.256,,,,-7.227,0,85.57,24.83,-2.416,4.778,-11.735,4,3.557,6.89,2.246,1.004,4.423,2,1.123,0.502,7.106,-2.296,4.494,2.007,5.385,2.89,,0,0,0,0,0,0,0,0,0,0,0,-6.329,0.605,4.857,-1.472,0.837,1.442,0.203,0.508,0.914,1.117,0.778,1.286,2.084,0.235,-0.32,0.111,24.493,-18.796,5.697,0.963,1.333,2.297,0.205,0.922,1.127,0.606,0.928,1.534,-7.015,5.383,-1.632,0.771,1.067,1.837,0.207,0.93,1.136,0.499,0.764,1.264,-2.86972777950418,0.592666666666667,1.108,1.274,"0"
50338,2003,81.914,16.413,0,231.655,1,4.12,1,,,-4.357,-0.101,84.606,15.166,-5.577,5.389,-15.79,4,-0.498,7.972,2.693,-1.247,5.961,2,1.347,-0.623,5.866,-5,5.385,-2.495,2.915,3.972,,0,0,0,0,1,0,0,0,0,0,0,-2.742,0.737,2.831,0.089,0.742,1.479,0.262,0.387,0.886,1.148,0.84,1.227,0.959,0.276,-0.338,0.198,3.618,-3.736,-0.118,1.324,1.333,2.657,0.262,0.887,1.149,0.442,0.96,1.403,-7.015,7.243,0.228,1.059,1.067,2.126,0.243,0.823,1.066,0.482,1.047,1.53,-0.319435501990126,0.796333333333333,2.558,1.437,"0"
37535,2003,61.012,21.485,0,360.506,1,2.958,,,,-6.778,-1,57.176,26.935,-1.655,5.4,-10.207,4,5.028,8,-3.836,5.451,4.908,2,-1.918,2.726,8.161,-4,-7.672,10.901,5.949,4,,0,0,0,0,0,0,0,0,0,0,0,-9.205,0.741,6.167,-3.038,0.741,1.481,0.178,0.439,0.911,1.088,0.806,1.244,2.984,0.277,-1.116,0.2,62.27,-41.719,20.551,1.333,1.333,2.667,0.182,0.935,1.118,0.514,0.943,1.456,-6.989,4.682,-2.306,1.067,1.067,2.133,0.188,0.964,1.152,0.501,0.921,1.422,-5.76443085530742,0.8,0.759,1.44,"0"
174589,2003,86.622,68.413,0,384.657,1,4.011,1,,,-8.409,0,86.099,65.483,-3.73,5,-12.813,4,1.814,7,-0.523,-2.931,4.614,1.36,-0.262,-1.466,4.054,-3,-1.046,-5.86,5.356,3,,0,0,0,0,0,0,0,0,0,0,0,-3.921,0.6,3.435,-0.486,0.8,1.4,0.23,0.461,0.904,1.134,0.806,1.267,1.344,0.219,-0.891,0.111,6.75,-5.912,0.837,1,1.333,2.333,0.232,0.912,1.144,0.535,0.935,1.469,-6.71,5.878,-0.832,0.8,1.067,1.867,0.224,0.88,1.104,0.48,0.839,1.318,-0.721179679572806,0.666666666666667,1.711,1.333,"0"
278515,2003,99.369,16.554,0,368.017,1,3.475,,,,-9.529,0,104.065,15.65,-4.518,6.185,-13.032,5,0.604,8.924,4.696,-0.904,6.351,2,2.348,-0.452,2.094,-4,9.393,-1.808,5.056,3.924,,0,0,0,0,0,0,0,0,0,0,0,-3.018,0.634,2.884,-0.134,0.808,1.443,0.229,0.408,0.903,1.132,0.835,1.243,1.026,0.233,-0.476,0.091,4.202,-4.016,0.186,0.981,1.25,2.231,0.233,0.92,1.154,0.461,0.942,1.403,-6.255,5.978,-0.277,1.046,1.333,2.38,0.22,0.868,1.089,0.476,0.974,1.45,-0.39225272145094,0.54625,2.072,1.649,"0"
166103,2003,84.829,66.521,0,425.206,1,3.099,,,,-9.201,0,85.522,63.467,-2.347,5.6,-10.15,4,3.264,8,0.693,-3.055,3.329,2,0.346,-1.527,5.892,-3,1.386,-6.109,5.705,3,,0,0,0,0,0,0,0,0,0,0,0,-5.715,0.714,4.325,-1.391,0.714,1.429,0.171,0.464,0.917,1.088,0.798,1.261,1.859,0.242,-0.458,0.091,21.562,-16.315,5.247,1.333,1.333,2.667,0.175,0.943,1.118,0.532,0.915,1.448,-6.153,4.656,-1.497,1.067,1.067,2.133,0.183,0.986,1.169,0.491,0.844,1.335,-2.7726200743446,0.866666666666667,1.077,1.493,"0"
292705,2003,87.057,38.341,1,447.476,1,3.588,,,,-10.964,0,89.498,36.681,-3.04,6,-10.289,5,1.447,8,2.442,-1.66,3.632,2,1.221,-0.83,1.907,-3,4.882,-3.32,5.622,3,,0,0,0,0,0,0,0,0,0,0,0,-3.861,0.5,3.385,-0.476,0.833,1.333,0.195,0.459,0.913,1.108,0.799,1.258,1.338,0.183,-0.844,0.091,9.21,-8.074,1.136,0.75,1.25,2,0.199,0.936,1.135,0.525,0.914,1.439,-5.383,4.72,-0.664,0.8,1.333,2.133,0.201,0.944,1.145,0.484,0.844,1.328,-1.38557397525217,0.5,1.394,1.6,"0"
382073,2003,93.944,26.932,0,489.503,1,4.399,,,,-12.229,0,99.52,27.564,-2.719,6.4,-8.402,5,0.657,9,5.576,0.632,3.047,2,2.788,0.316,0.588,-4,11.152,1.265,5.227,4,,0,0,0,0,0,0,0,0,0,0,0,-3.332,0.625,3.09,-0.242,0.781,1.406,0.177,0.455,0.918,1.095,0.802,1.257,1.231,0.234,-0.885,0.167,10.046,-9.317,0.729,1,1.25,2.25,0.184,0.953,1.137,0.52,0.917,1.437,-4.156,3.854,-0.301,1.067,1.333,2.4,0.193,1.004,1.198,0.494,0.871,1.365,-2.01525819912797,0.6,1.247,1.707,"0"
297943,2003,71.186,21.582,0,428.725,1,3.29,,,,-10.585,0,77.114,20.839,-3.255,5.8,-10.971,5,1.456,8,5.928,-0.743,4.926,2,2.964,-0.371,1.588,-3,11.855,-1.485,5.442,3,,0,0,0,0,0,0,0,0,0,0,0,-3.818,0.517,3.371,-0.447,0.862,1.379,0.213,0.459,0.909,1.121,0.809,1.269,1.312,0.201,-0.81,0.091,7.239,-6.391,0.848,0.75,1.25,2,0.217,0.929,1.147,0.528,0.931,1.459,-5.7,5.033,-0.668,0.8,1.333,2.133,0.211,0.901,1.111,0.486,0.856,1.342,-0.896101722739039,0.45,1.493,1.547,"0"
312372,2003,64.982,40.35,0,336,1,4.641,,,,-10.451,0,68.388,41.748,-4.666,6.382,-12.363,5,-0.088,9,3.405,1.398,5.507,2,1.702,0.699,1.373,-4,6.811,2.796,5.128,4,,0,0,0,0,0,0,0,0,0,0,0,-2.631,0.627,2.65,0.019,0.783,1.41,0.216,0.406,0.907,1.123,0.827,1.234,0.901,0.233,-0.433,0.16,3.857,-3.884,-0.028,1,1.25,2.25,0.222,0.929,1.151,0.458,0.933,1.391,-5.631,5.671,0.04,1.067,1.333,2.4,0.206,0.866,1.072,0.478,0.974,1.452,-0.466032534549549,0.5955,2.14,1.702,"0"
334898,2003,83.352,64.839,0,421.25,1,2.618,5,,,-11.413,0,82.544,65.927,-3.496,6.2,-10.468,5,0.656,9,-0.808,1.088,4.18,2,-0.404,0.544,0.732,-3.784,-1.616,2.176,5.466,4,,0,0,0,0,0,0,0,0,0,0,0,-3.182,0.645,2.994,-0.188,0.806,1.452,0.199,0.443,0.912,1.111,0.809,1.253,1.12,0.237,-0.673,0.091,6.255,-5.886,0.369,1,1.25,2.25,0.205,0.937,1.142,0.504,0.92,1.424,-5.103,4.802,-0.301,1.067,1.333,2.4,0.201,0.923,1.124,0.489,0.893,1.382,-0.965841412938142,0.55,1.604,1.653,"0"
410182,2003,52.634,48.695,0,289.517,1,2.477,,,,-11.034,-1,56.926,45.779,-6.308,7.696,-13.423,6,-2.387,11.479,4.293,-2.915,8.912,2,2.146,-1.458,0.896,-6.439,8.585,-5.832,3.705,5.479,,0,0,0,0,0,0,0,0,0,0,0,-1.75,0.712,2.128,0.378,0.78,1.492,0.209,0.359,0.906,1.115,0.851,1.21,0.598,0.264,-0.177,0.143,2.069,-2.516,-0.447,1.096,1.2,2.296,0.218,0.944,1.162,0.403,0.954,1.356,-5.062,6.157,1.095,1.461,1.6,3.061,0.201,0.872,1.074,0.501,1.187,1.689,-0.18243809605872,0.5392,2.894,2.052,"0"
297925,2003,80.082,11.413,0,396.595,1,4.83,1,,,-10.626,0,81.271,12.296,-3.784,6.065,-11.387,5,0.807,8.323,1.188,0.882,4.629,2,0.594,0.441,1.577,-3,2.377,1.766,5.418,3.323,,0,0,0,0,0,0,0,0,0,0,0,-3.223,0.548,3.009,-0.213,0.824,1.372,0.21,0.445,0.91,1.12,0.81,1.256,1.112,0.2,-0.651,0.091,5.628,-5.255,0.372,0.831,1.25,2.081,0.215,0.931,1.145,0.508,0.925,1.434,-5.594,5.223,-0.37,0.886,1.333,2.219,0.207,0.897,1.104,0.488,0.889,1.377,-0.746330609990387,0.51625,1.736,1.617,"0"
95217,2003,82.97,55.057,0,347.28,1,3.817,5,,,-8.338,-0.344,82.714,52.702,-3.21,5.4,-11.711,4,2.578,8,-0.257,-2.354,3.758,1.656,-0.129,-1.177,6.339,-4,-0.513,-4.709,5.68,4,,0,0,0,0,0,0,0,0,0,0,0,-4.451,0.741,3.648,-0.803,0.741,1.481,0.188,0.431,0.916,1.104,0.812,1.243,1.456,0.277,-0.258,0.2,9.875,-8.093,1.782,1.333,1.333,2.667,0.192,0.933,1.125,0.499,0.939,1.439,-6.555,5.372,-1.183,1.067,1.067,2.133,0.195,0.949,1.144,0.48,0.904,1.385,-1.21840932048164,0.8,1.472,1.44,"0"
106903,2003,82.044,30.194,0,237.633,1,3.536,1,,,-5.331,0,81.296,29.656,-6.016,5.624,-16.08,4,-0.744,8,-0.747,-0.537,6.357,2,-0.374,-0.269,5.171,-4.818,-1.496,-1.075,3.432,3,,0,0,0,0,0,0,0,0,0,0,0,-2.549,0.711,2.673,0.124,0.711,1.422,0.256,0.367,0.89,1.146,0.853,1.22,0.885,0.24,-0.351,0.091,3.164,-3.318,-0.154,1,1,2,0.258,0.896,1.154,0.415,0.964,1.379,-7.035,7.376,0.341,1.067,1.067,2.133,0.238,0.826,1.063,0.475,1.103,1.578,-0.241206088965095,0.406,2.76,1.5,"0"
403854,2003,86.405,34.165,0,422.253,1,5.3,1,,,-12.225,0.025,84.192,32.432,-3.757,6.591,-10.379,5,0.125,9,-2.213,-1.732,5.883,2.955,-1.106,-0.866,-0.447,-3.045,-4.426,-3.465,5.109,3.045,,0,0,0,0,0,0,0,0,0,0,0,-2.796,0.607,2.763,-0.033,0.759,1.365,0.199,0.439,0.911,1.11,0.811,1.25,0.984,0.206,-0.499,0.081,4.645,-4.59,0.055,1,1.25,2.25,0.206,0.943,1.149,0.499,0.922,1.421,-4.818,4.761,-0.057,1.067,1.333,2.4,0.199,0.91,1.109,0.499,0.923,1.423,-0.661329578982951,0.64775,1.723,1.758,"0"
316485,2003,66.855,41.994,0,324.261,1,4.585,,,,-10.473,0,73.326,44.409,-4.858,6.4,-12.495,5,-0.343,9,6.471,2.414,5.522,2,3.235,1.207,1.298,-4,12.942,4.829,5.073,4,,0,0,0,0,0,0,0,0,0,0,0,-2.501,0.625,2.572,0.071,0.781,1.406,0.216,0.403,0.907,1.123,0.833,1.235,0.858,0.234,-0.403,0.167,3.608,-3.71,-0.102,1,1.25,2.25,0.221,0.929,1.15,0.456,0.944,1.4,-5.574,5.732,0.157,1.067,1.333,2.4,0.204,0.86,1.065,0.482,0.996,1.478,-0.442394033609967,0.6,2.228,1.707,"0"
275280,2003,98.409,30.748,0,441.627,1,4.474,1,,,-10.556,0,100.234,30.652,-3.089,5.8,-10.846,5,1.693,8,1.826,-0.097,4.126,2,0.913,-0.049,2.056,-3,3.65,-0.192,5.65,3,,0,0,1,0,0,0,0,0,0,0,0,-4.059,0.517,3.511,-0.548,0.862,1.379,0.208,0.466,0.91,1.118,0.799,1.265,1.401,0.201,-0.977,0.091,8.977,-7.765,1.212,0.761,1.269,2.03,0.212,0.929,1.141,0.533,0.915,1.447,-5.752,4.975,-0.777,0.8,1.333,2.133,0.21,0.919,1.129,0.483,0.83,1.313,-1.21151560006168,0.471766458798827,1.417,1.547,"0"
317434,2003,82.201,18.488,1,403.004,1,4.306,,,,-11.042,0,84.77,21.362,-3.634,6.2,-10.848,5,0.689,9,2.569,2.873,4.311,2,1.284,1.436,1.113,-3.446,5.137,5.748,5.427,4,,0,0,0,0,0,0,0,0,0,0,0,-3.175,0.645,2.985,-0.19,0.806,1.452,0.203,0.438,0.911,1.115,0.812,1.25,1.106,0.237,-0.662,0.091,5.896,-5.544,0.352,1,1.25,2.25,0.208,0.935,1.143,0.496,0.921,1.417,-5.292,4.976,-0.316,1.067,1.333,2.4,0.203,0.909,1.112,0.484,0.899,1.383,-0.857295271745229,0.55,1.667,1.653,"0"
16925,2003,46.881,23.327,0,301.131,1,4.712,,,,-6.05,0,48.606,23.496,-1.869,5.998,-10.353,4,5.13,9,1.725,0.169,5.331,2.636,0.862,0.085,8.565,-4,3.449,0.339,6.049,4,,0,0,0,0,0,0,0,0,0,0,0,-8.284,0.834,5.539,-2.745,0.667,1.501,0.175,0.408,0.908,1.083,0.816,1.224,2.712,0.279,-1.119,0.091,24.261,-16.223,8.038,1.667,1.333,3,0.18,0.936,1.117,0.475,0.95,1.425,-7.102,4.749,-2.353,1.333,1.067,2.4,0.184,0.954,1.138,0.501,1.003,1.504,-1.92862132174834,0.999333333333333,0.857,1.599,"0"
71912,2003,65.531,40.711,0,219.287,1,2.923,,,,-4.973,-1,71.237,40.79,-5.829,5.4,-15.887,4,-0.669,8,5.706,0.08,5.895,1,2.853,0.04,5.483,-5,11.412,0.159,3.273,4,,0,0,0,0,0,0,0,0,0,0,0,-2.611,0.741,2.726,0.115,0.741,1.481,0.257,0.378,0.889,1.146,0.843,1.222,0.908,0.277,-0.335,0.2,3.412,-3.562,-0.15,1.042,1.042,2.084,0.258,0.891,1.149,0.428,0.954,1.382,-6.981,7.288,0.307,1.067,1.067,2.133,0.239,0.824,1.062,0.475,1.058,1.533,-0.306866408784955,0.406697470542832,2.674,1.44,"0"
296583,2003,102.545,40.506,0,448.146,1,2.777,,,,-9.46,-0.807,99.033,37.495,-3.203,6.6,-8.956,5,0.665,10,-3.512,-3.011,3.483,2,-1.756,-1.506,4.743,-5,-7.024,-6.022,4.07,5,,0,0,0,0,0,0,0,0,0,0,0,-3.004,0.758,2.796,-0.208,0.758,1.515,0.177,0.431,0.918,1.096,0.802,1.233,0.997,0.281,-0.367,0.167,6.25,-5.818,0.432,1.25,1.25,2.5,0.184,0.954,1.138,0.495,0.921,1.416,-4.413,4.108,-0.305,1.333,1.333,2.667,0.2,1.037,1.238,0.496,0.923,1.42,-1.0806445571383,0.65,1.469,1.76,"0"
31365,2003,65.018,32.597,0,332.062,1,4.176,,,,-6.69,-1,58.613,36.292,-1.997,5.4,-10.601,4,4.715,8,-6.404,3.695,4.96,2,-3.202,1.848,8.242,-4.768,-12.81,7.39,5.963,4,,0,0,0,0,0,0,0,0,0,0,0,-7.67,0.741,5.308,-2.361,0.741,1.481,0.179,0.428,0.91,1.089,0.811,1.239,2.491,0.277,-0.915,0.2,25.917,-17.938,7.978,1.333,1.333,2.667,0.184,0.935,1.118,0.5,0.946,1.446,-7.026,4.863,-2.163,1.067,1.067,2.133,0.188,0.958,1.146,0.498,0.944,1.442,-2.3791762870968,0.8,0.916,1.44,"0"
226993,2003,81.933,69.867,0,430.824,1,4.343,,,,-9.582,0,84.539,67.959,-3.018,5.2,-11.517,4,2.301,7,2.607,-1.908,4.359,1,1.303,-0.954,3.096,-3,5.212,-3.815,5.674,3,,0,0,0,0,0,0,0,0,0,0,0,-4.579,0.577,3.816,-0.762,0.769,1.346,0.22,0.477,0.907,1.128,0.797,1.274,1.573,0.224,-1.311,0.2,9.712,-8.095,1.617,1,1.333,2.333,0.223,0.921,1.144,0.551,0.92,1.472,-6.339,5.283,-1.056,0.8,1.067,1.867,0.219,0.901,1.12,0.482,0.804,1.285,-1.12117351695464,0.733333333333333,1.384,1.387,"0"
181909,2003,83.173,21.927,0,318.19,1,3.161,1,,,-7.29,0,92.337,20.849,-5.093,5.6,-14.687,4,0.527,8,9.164,-1.078,6.076,2,4.582,-0.539,3.963,-4,18.328,-2.156,4.691,3,,0,0,0,0,0,0,0,0,0,0,0,-2.987,0.714,2.884,-0.103,0.714,1.429,0.245,0.4,0.898,1.143,0.837,1.236,1.028,0.242,-0.561,0.091,3.879,-3.745,0.134,1,1,2,0.247,0.908,1.155,0.452,0.946,1.398,-6.979,6.737,-0.242,1.067,1.067,2.133,0.232,0.851,1.082,0.478,1,1.477,-0.298670309968187,0.4,2.336,1.493,"0"
133632,2003,,,0,234.201,1,3.988,1,,,-5.83,0,,,-6.401,6.2,-16.276,5,-1.116,9,,,6.405,2,,,4.768,-5.002,,,3.644,4,,0,0,0,0,0,0,0,0,0,0,0,-2.368,0.645,2.543,0.174,0.806,1.452,0.252,0.357,0.892,1.144,0.853,1.211,0.821,0.237,-0.339,0.091,2.88,-3.092,-0.212,1,1.25,2.25,0.255,0.9,1.155,0.4,0.955,1.355,-6.954,7.466,0.512,1.067,1.333,2.4,0.233,0.823,1.056,0.475,1.135,1.61,-0.215823864687203,0.55,2.936,1.653,"0"
