"pix","year","for_age_2003","for_con_2003","for_pro","elev","p1_trend","p1_trend_slope","trend_20yrs","delta_for_age_lag3","delta_for_con_lag3","delta_cmi_sm_lag3","delta_dd5_wt_lag3","avg_for_age","avg_for_con","avg_cmi_sm","avg_dd5_wt","min_cmi_sm","min_dd5_wt","max_cmi_sm","max_dd5_wt","delta_for_age_lag2","delta_for_con_lag2","delta_cmi_sm_lag2","delta_dd5_wt_lag2","delta_for_age_lag1","delta_for_con_lag1","delta_cmi_sm_lag1","delta_dd5_wt_lag1","delta_for_age","delta_for_con","delta_cmi_sm","delta_dd5_wt","fire","harv","insc","gfc","canlad","abio","count_brk_neg","sum_brk_magnitude_neg","avg_brk_magnitude_neg","count_brk_pos","sum_brk_magnitude_pos","avg_brk_magnitude_pos","cmi_sm_nrange","dd5_wt_nrange","min_cmi_sm_rel","max_cmi_sm_rel","min_dd5_wt_rel","max_dd5_wt_rel","map_nrange","mat_nrange","min_map_rel","max_map_rel","min_mat_rel","max_mat_rel","cmi_sm_cv","dd5_wt_cv","cmi_sm_cqv","dd5_wt_cqv","cmi_sm_nrange30","min_cmi_sm_rel30","max_cmi_sm_rel30","dd5_wt_nrange30","min_dd5_wt_rel30","max_dd5_wt_rel30","map_nrange30","min_map_rel30","max_map_rel30","mat_nrange30","min_mat_rel30","max_mat_rel30","cmi_sm_nrange30_reg","min_cmi_sm_rel30_reg","max_cmi_sm_rel30_reg","dd5_wt_nrange30_reg","min_dd5_wt_rel30_reg","max_dd5_wt_rel30_reg","map_nrange30_reg","min_map_rel30_reg","max_map_rel30_reg","mat_nrange30_reg","min_mat_rel30_reg","max_mat_rel30_reg","cmi_sm_rel30","dd5_wt_rel30","cmi_sm_rel30_reg","dd5_wt_rel30_reg","canlad_factor"
260669,2003,100.695,32.901,0,473.308,2,-3.273,1,,,-10.149,0,103.673,32.604,-2.476,6.2,-9.118,5,2.103,9,2.979,-0.297,2.947,2,1.489,-0.149,4.32,-3,5.957,-0.595,5.181,4,,0,0,0,0,0,0,0,0,0,0,0,-4.532,0.645,3.683,-0.849,0.806,1.452,0.174,0.469,0.918,1.093,0.792,1.26,1.5,0.237,-0.474,0.091,15.756,-12.803,2.953,1,1.25,2.25,0.18,0.95,1.13,0.541,0.914,1.455,-5.147,4.183,-0.965,1.067,1.333,2.4,0.193,1.017,1.21,0.498,0.842,1.341,-2.476686898553,0.55,1.136,1.653,"0"
109726,2003,76.392,31.54,1,424.359,2,-3.533,,,,-8.21,0,79.763,29.43,-2.752,5,-11.773,4,2.805,7,3.372,-2.11,4.043,2,1.686,-1.055,5.41,-3,6.742,-4.22,5.358,3,,0,0,0,0,0,0,0,0,0,0,0,-5.297,0.6,4.278,-1.019,0.8,1.4,0.216,0.494,0.909,1.125,0.79,1.284,1.781,0.219,-0.982,0.111,15.44,-12.469,2.971,1,1.333,2.333,0.218,0.916,1.134,0.58,0.926,1.506,-6.687,5.4,-1.287,0.8,1.067,1.867,0.218,0.919,1.138,0.484,0.773,1.257,-1.91478785921362,0.666666666666667,1.262,1.333,"0"
386456,2003,85.831,16.626,0,419.333,2,-3.431,1,,,-11.691,0,92.584,15.867,-3.826,6.553,-11.098,5,0.512,9.03,6.752,-0.76,7.23,2.737,3.376,-0.38,0.125,-3.293,13.505,-1.518,4.907,3.293,,0,0,0,0,1,0,0,0,0,0,0,-3.035,0.615,2.901,-0.134,0.763,1.378,0.212,0.42,0.906,1.118,0.823,1.242,1.034,0.213,-0.391,0.099,4.564,-4.363,0.201,1.007,1.25,2.258,0.219,0.936,1.155,0.479,0.938,1.417,-5.326,5.091,-0.235,1.075,1.333,2.408,0.209,0.893,1.101,0.49,0.96,1.45,-0.504045045039135,0.63825,1.755,1.747,"0"
188869,2003,94.169,65.035,0,417.531,2,-3.664,,,,-9.558,0,91.854,63.797,-3.038,5.043,-11.497,4,2.42,7,-2.315,-1.238,3.54,1,-1.158,-0.619,4.267,-3,-4.631,-2.477,5.836,3,,0,0,0,0,0,0,0,0,0,0,0,-4.581,0.595,3.784,-0.797,0.793,1.388,0.206,0.473,0.912,1.117,0.797,1.27,1.556,0.218,-1.091,0.132,11.084,-9.157,1.927,1,1.333,2.333,0.209,0.925,1.133,0.549,0.923,1.472,-6.384,5.274,-1.11,0.8,1.067,1.867,0.21,0.93,1.14,0.481,0.809,1.29,-1.41966861866844,0.681,1.394,1.345,"0"
185885,2003,89.294,70.613,0,386.924,2,-3.234,,,,-8.76,0,90.158,71.565,-3.629,5,-12.603,4,1.924,7,0.864,0.953,4.462,1,0.432,0.476,3.926,-3,1.727,1.905,5.537,3,,0,0,1,0,0,0,0,0,0,0,0,-4.003,0.6,3.473,-0.53,0.8,1.4,0.227,0.467,0.905,1.133,0.806,1.273,1.373,0.219,-0.968,0.111,7.097,-6.157,0.94,1,1.333,2.333,0.23,0.914,1.144,0.539,0.931,1.471,-6.664,5.781,-0.883,0.8,1.067,1.867,0.222,0.885,1.107,0.484,0.835,1.319,-0.772999846475663,0.666666666666667,1.665,1.333,"0"
179790,2003,93.918,40.801,0,361.298,2,-9.946,1,,,-7.904,-1,93.03,38.539,-4.31,5.2,-13.649,4,1.307,7,-0.888,-2.261,5.286,1,-0.444,-1.131,3.828,-4,-1.776,-4.523,5.126,3,,0,0,1,0,0,1,-606.625,-606.625,0,0,0,-3.47,0.577,3.167,-0.303,0.769,1.346,0.239,0.432,0.901,1.14,0.816,1.249,1.193,0.224,-0.739,0.2,5.117,-4.67,0.447,1,1.333,2.333,0.241,0.909,1.15,0.49,0.925,1.414,-6.861,6.261,-0.6,0.8,1.067,1.867,0.229,0.861,1.09,0.478,0.903,1.381,-0.474592783281045,0.733333333333333,1.977,1.387,"0"
226135,2003,79.09,12.781,0,290.918,2,-6.464,1,,,-7.903,-0.025,81.585,12.431,-5.666,6.324,-14.9,5,-0.26,9,2.495,-0.349,6.634,2,1.247,-0.175,3.424,-5,4.99,-0.699,4.586,4,,0,0,0,0,0,0,0,0,0,0,0,-2.584,0.633,2.63,0.046,0.791,1.423,0.241,0.374,0.898,1.139,0.842,1.216,0.884,0.233,-0.41,0.14,3.182,-3.239,-0.057,1,1.25,2.25,0.245,0.913,1.158,0.419,0.944,1.363,-6.716,6.835,0.119,1.067,1.333,2.4,0.227,0.846,1.072,0.476,1.072,1.548,-0.231508732364472,0.581,2.599,1.686,"0"
346010,2003,97.232,12.522,1,486.536,2,-3.941,1,,,-11.413,0,97.225,12.147,-2.791,6.4,-8.391,5,0.712,9,-0.007,-0.374,2.507,2,-0.003,-0.187,2.262,-4,-0.015,-0.749,4.94,4,,0,0,0,0,0,0,0,0,0,0,0,-3.262,0.625,3.006,-0.255,0.781,1.406,0.179,0.455,0.919,1.098,0.797,1.252,1.159,0.234,-0.767,0.167,9.679,-8.922,0.757,1,1.25,2.25,0.186,0.955,1.141,0.522,0.915,1.437,-4.176,3.849,-0.327,1.067,1.333,2.4,0.2,1.031,1.231,0.497,0.871,1.368,-1.96766573022154,0.6,1.28,1.707,"0"
407867,2003,104.59,21.004,0,516.32,2,-5.663,,,,-12.761,0,101.133,21.091,-2.946,6.4,-8.99,5,0.556,9,-3.458,0.088,4.143,2,-1.729,0.044,-0.824,-4,-6.915,0.175,5.479,4,,0,0,0,0,0,0,0,0,0,0,0,-3.24,0.625,3.052,-0.189,0.781,1.406,0.184,0.456,0.915,1.1,0.802,1.258,1.205,0.234,-0.819,0.167,7.746,-7.295,0.451,1,1.25,2.25,0.191,0.949,1.14,0.526,0.924,1.451,-4.379,4.124,-0.255,1.067,1.333,2.4,0.195,0.968,1.163,0.488,0.858,1.346,-1.39064159905972,0.6,1.351,1.707,"0"
157048,2003,81.888,38.549,1,409.457,2,-5.063,,,,-8.787,0,83.881,40.17,-3.29,5,-12.162,4,2.16,7,1.994,1.621,3.975,2,0.997,0.811,4.414,-3,3.987,3.242,5.505,3,,0,0,0,0,0,0,0,0,0,0,0,-4.353,0.6,3.697,-0.657,0.8,1.4,0.221,0.48,0.907,1.128,0.796,1.276,1.486,0.219,-1.019,0.111,9.376,-7.962,1.414,1,1.333,2.333,0.223,0.915,1.138,0.556,0.922,1.478,-6.57,5.579,-0.991,0.8,1.067,1.867,0.22,0.906,1.126,0.484,0.803,1.287,-1.1537618966607,0.666666666666667,1.509,1.333,"0"
184927,2003,82.886,43.982,0,320.142,2,-3.429,,,,-8.016,-0.734,82.122,44.539,-4.768,5.453,-14.06,4,0.817,8,-0.764,0.558,5.244,1.266,-0.382,0.279,3.785,-3.734,-1.528,1.115,5.15,3.734,,0,0,0,0,0,0,0,0,0,0,0,-3.12,0.734,2.949,-0.171,0.734,1.467,0.238,0.419,0.902,1.139,0.828,1.247,1.072,0.266,-0.624,0.169,4.428,-4.185,0.243,1,1,2,0.24,0.91,1.149,0.478,0.943,1.421,-6.824,6.45,-0.375,1.067,1.067,2.133,0.225,0.855,1.081,0.479,0.946,1.425,-0.4192096963421,0.36325,2.187,1.454,"0"
427166,2003,92.781,26.969,0,328.862,2,-4.501,,,,-11.188,-0.043,94.441,27.378,-5.773,8.502,-9.989,6,-2.726,12.957,1.659,0.41,2.615,2.957,0.829,0.205,1.78,-7,3.32,0.819,3.391,6,,0,0,0,0,0,0,0,0,0,0,0,-1.258,0.818,1.73,0.472,0.706,1.524,0.184,0.354,0.919,1.103,0.841,1.195,0.447,0.282,-0.311,0.105,1.859,-2.557,-0.698,1.391,1.2,2.591,0.192,0.959,1.151,0.393,0.933,1.327,-3.332,4.582,1.25,1.855,1.6,3.455,0.203,1.013,1.216,0.483,1.147,1.631,-0.478008972291984,0.7004,2.648,2.267,"0"
222968,2003,97.972,16.571,0,377.218,2,-3.716,5,,,-8.744,-0.113,98.116,15.865,-4.022,5.516,-13.019,4.172,1.506,7.576,0.145,-0.705,5.466,1.83,0.073,-0.352,3.132,-3.113,0.289,-1.411,5.363,2.746,,0,0,0,0,0,0,0,0,0,0,0,-3.611,0.617,3.237,-0.374,0.756,1.373,0.235,0.44,0.903,1.137,0.815,1.255,1.238,0.215,-0.783,0.108,5.426,-4.864,0.563,0.889,1.089,1.978,0.238,0.915,1.152,0.498,0.924,1.422,-6.663,5.972,-0.691,0.908,1.113,2.02,0.225,0.867,1.092,0.478,0.886,1.364,-0.502534451162461,0.44035371079184,1.845,1.471,"0"
243553,2003,104.551,17.859,0,390.394,2,-4.374,1,,,-8.934,0,109.141,16.886,-4.063,5.8,-12.953,5,1.363,8,4.59,-0.972,5.931,2,2.295,-0.486,2.759,-3,9.18,-1.945,5.234,3,,0,0,0,0,0,0,0,0,0,0,0,-3.524,0.517,3.188,-0.335,0.862,1.379,0.234,0.43,0.902,1.136,0.822,1.253,1.203,0.201,-0.689,0.091,5.162,-4.67,0.491,0.75,1.25,2,0.238,0.916,1.153,0.488,0.933,1.421,-6.567,5.942,-0.625,0.8,1.333,2.133,0.225,0.867,1.092,0.48,0.918,1.398,-0.464959694874302,0.45,1.864,1.547,"0"
299666,2003,121.979,5.958,0,464.089,2,-4.876,1,,,-9.537,-0.127,117.261,7.027,-2.996,6.466,-8.725,5,0.862,9.328,-4.718,1.069,3.521,2,-2.359,0.535,4.727,-4.877,-9.435,2.138,4.084,4.328,,0,0,0,0,0,0,0,0,0,0,0,-3.2,0.669,2.912,-0.288,0.773,1.443,0.177,0.437,0.919,1.095,0.803,1.24,1.062,0.249,-0.405,0.167,7.112,-6.472,0.639,1.082,1.25,2.332,0.184,0.954,1.138,0.5,0.92,1.42,-4.398,4.002,-0.395,1.154,1.333,2.487,0.2,1.039,1.24,0.493,0.906,1.398,-1.222495242185,0.6165,1.374,1.724,"0"
234356,2003,77.616,18.302,0,210.041,2,-4.559,1,,,-8.044,-1,80.992,19.358,-6.946,6.692,-16.012,5,-1.736,10,3.377,1.055,6.599,2,1.689,0.528,3.235,-6.466,6.753,2.111,4.466,5,,0,0,0,0,0,0,0,0,0,0,0,-2.055,0.747,2.305,0.25,0.747,1.494,0.239,0.345,0.899,1.138,0.855,1.201,0.703,0.274,-0.277,0.167,2.456,-2.755,-0.299,1.249,1.249,2.498,0.243,0.914,1.157,0.38,0.942,1.322,-6.549,7.345,0.796,1.333,1.333,2.667,0.219,0.824,1.043,0.475,1.177,1.652,-0.194957522325855,0.671869756056476,3.186,1.785,"0"
429473,2003,106.654,25.696,0,462.111,2,-4.211,1,,,-12.956,0,102.623,25.92,-3.314,6.856,-9.238,5.282,0.052,10,-4.031,0.224,4.48,2.718,-2.015,0.112,-1.257,-3,-8.062,0.447,5.393,4,,0,0,1,0,0,0,0,0,0,0,0,-2.803,0.688,2.788,-0.016,0.77,1.459,0.186,0.437,0.914,1.1,0.812,1.249,1.057,0.243,-0.796,0.077,5.78,-5.748,0.032,1.18,1.321,2.5,0.193,0.95,1.143,0.498,0.925,1.422,-4.261,4.238,-0.024,1.258,1.409,2.667,0.194,0.954,1.148,0.492,0.913,1.405,-1.06204389818936,0.714,1.52,1.828,"0"
58415,2003,79.156,62.609,0,374.521,2,-3.602,,,,-6.286,0,78.108,60.643,-3.694,4.6,-13.349,4,1.684,6,-1.048,-1.966,4.859,2,-0.524,-0.983,5.918,-2.836,-2.096,-3.933,4.266,2,,0,0,0,0,1,0,0,0,0,0,0,-4.07,0.435,3.614,-0.456,0.87,1.304,0.239,0.483,0.898,1.137,0.794,1.277,1.385,0.174,-0.536,0.111,7.511,-6.669,0.841,0.667,1.333,2,0.239,0.9,1.139,0.57,0.938,1.508,-6.896,6.123,-0.772,0.533,1.067,1.6,0.233,0.876,1.109,0.486,0.8,1.286,-0.845542021873118,0.533333333333333,1.694,1.227,"0"
226061,2003,90.579,47.587,0,285.995,2,-4.031,,,,-8.594,0,88.206,49.379,-5.553,6.119,-14.465,5,-0.225,8.594,-2.372,1.792,5.503,2,-1.186,0.896,3.026,-4.428,-4.745,3.585,5.094,3.594,,0,0,0,0,0,0,0,0,0,0,0,-2.564,0.587,2.605,0.041,0.817,1.404,0.235,0.389,0.902,1.137,0.84,1.229,0.88,0.215,-0.439,0.091,3.422,-3.476,-0.054,0.898,1.25,2.149,0.238,0.914,1.151,0.436,0.942,1.378,-6.532,6.635,0.103,0.958,1.333,2.292,0.219,0.843,1.062,0.475,1.027,1.502,-0.334299258082601,0.52975,2.547,1.632,"0"
367609,2003,103.788,23.668,0,481.295,2,-4.349,1,,,-11.743,-0.292,105.376,21.911,-3.124,6.615,-8.455,5,0.099,9.954,1.589,-1.756,2.303,2.122,0.795,-0.878,1.592,-4.292,3.176,-3.514,4.906,4.832,,0,0,0,0,0,0,0,0,0,0,0,-2.738,0.749,2.706,-0.032,0.756,1.505,0.178,0.433,0.921,1.099,0.807,1.24,1.008,0.275,-0.77,0.155,6.976,-6.895,0.081,1.239,1.25,2.489,0.185,0.957,1.143,0.49,0.914,1.403,-3.924,3.878,-0.045,1.321,1.333,2.654,0.199,1.027,1.226,0.483,0.9,1.383,-1.54777824830649,0.65375,1.433,1.764,"0"
841,2003,89.931,67.47,0,285.394,2,-6.433,1,,,-5.268,0,87.945,63.817,-4.597,4.6,-14.542,4,0.648,6,-1.987,-3.653,4.98,2,-0.993,-1.826,6.842,-3,-3.972,-7.306,3.69,2,,0,0,0,0,1,1,-412.722,-412.722,0,0,0,-3.304,0.435,3.163,-0.141,0.87,1.304,0.242,0.469,0.897,1.139,0.793,1.262,1.129,0.174,-0.232,0.111,5.399,-5.168,0.23,0.667,1.333,2,0.242,0.895,1.136,0.557,0.941,1.498,-6.968,6.671,-0.297,0.533,1.067,1.6,0.231,0.856,1.087,0.5,0.845,1.346,-0.633843189752315,0.533333333333333,2.109,1.227,"0"
120269,2003,73.208,70.139,0,170.629,2,-5.283,1,,,-5.526,-0.75,71.56,69.305,-7.169,6.236,-17.053,5,-2.019,9.09,-1.648,-0.833,6.302,2,-0.824,-0.417,4.821,-5.993,-3.296,-1.667,3.386,4.09,,0,0,0,0,0,0,0,0,0,0,0,-2.097,0.656,2.379,0.282,0.802,1.458,0.254,0.34,0.891,1.145,0.865,1.205,0.729,0.241,-0.276,0.098,2.512,-2.85,-0.337,1.023,1.25,2.273,0.256,0.897,1.154,0.377,0.958,1.335,-6.896,7.822,0.926,1.091,1.333,2.424,0.232,0.812,1.044,0.475,1.207,1.682,-0.197998631039264,0.559,3.289,1.663,"0"
265111,2003,92.287,67.61,0,408.342,2,-3.331,,,,-9.605,0,92.837,65.381,-3.756,5.8,-12.249,5,1.443,8,0.55,-2.229,5.702,2,0.275,-1.115,2.315,-3,1.1,-4.458,5.32,3,,0,0,0,0,0,0,0,0,0,0,0,-3.645,0.517,3.261,-0.384,0.862,1.379,0.227,0.442,0.904,1.131,0.813,1.256,1.243,0.201,-0.716,0.091,5.72,-5.117,0.603,0.75,1.25,2,0.231,0.921,1.152,0.502,0.924,1.426,-6.281,5.619,-0.662,0.8,1.333,2.133,0.22,0.877,1.098,0.477,0.878,1.355,-0.56908025445429,0.45,1.723,1.547,"0"
380221,2003,89.871,23.158,0,467.76,2,-3.7,1,,,-11.841,0,88.438,24.618,-3.218,6.4,-10.168,5,0.937,9,-1.434,1.461,5.982,2,-0.717,0.73,0.003,-3,-2.866,2.921,5.172,4,,0,0,0,0,0,0,0,0,0,0,0,-3.451,0.625,3.16,-0.291,0.781,1.406,0.205,0.459,0.909,1.113,0.804,1.263,1.195,0.234,-0.581,0.167,6.212,-5.688,0.524,1,1.25,2.25,0.211,0.939,1.15,0.525,0.92,1.444,-5.094,4.664,-0.43,1.067,1.333,2.4,0.206,0.914,1.119,0.498,0.874,1.372,-0.800011038566371,0.6,1.476,1.707,"0"
189768,2003,94.954,15.552,0,484.515,2,-3.97,,,,-9.789,0.432,96.121,15.729,-1.929,5.6,-9.596,4,3.544,8,1.166,0.176,2.858,2,0.583,0.088,5.215,-3,2.333,0.353,5.853,3,,0,0,0,0,0,0,0,0,0,0,0,-6.812,0.714,4.975,-1.837,0.714,1.429,0.169,0.479,0.919,1.088,0.788,1.268,2.236,0.242,-1.017,0.091,85.604,-62.515,23.088,1.333,1.333,2.667,0.174,0.945,1.119,0.561,0.922,1.483,-6.028,4.402,-1.626,1.067,1.067,2.133,0.185,1.008,1.193,0.49,0.807,1.297,-11.5669419184835,0.866666666666667,0.885,1.493,"0"
369971,2003,81.879,24.082,0,470.864,2,-4.193,1,,,-11.591,0,83.919,24.705,-3.066,6.4,-10.326,5,1.328,9,2.039,0.624,6.497,2,1.019,0.312,0.282,-3.055,4.079,1.247,5.151,4,,0,0,0,0,0,0,0,0,0,0,0,-3.801,0.625,3.368,-0.433,0.781,1.406,0.209,0.46,0.908,1.117,0.804,1.264,1.3,0.234,-0.615,0.167,6.69,-5.927,0.762,1,1.25,2.25,0.216,0.937,1.152,0.525,0.919,1.444,-5.346,4.737,-0.609,1.067,1.333,2.4,0.21,0.91,1.12,0.499,0.873,1.372,-0.759954046465113,0.6,1.406,1.707,"0"
318492,2003,106.4,34.35,0,448.936,2,-2.973,,,,-11.035,0,105.972,33.543,-3.092,5.947,-10.553,5,1.445,8,-0.428,-0.808,4.866,2,-0.214,-0.404,1.185,-2.907,-0.856,-1.614,5.488,3,,0,0,0,0,0,0,0,0,0,0,0,-3.88,0.504,3.413,-0.467,0.841,1.345,0.208,0.465,0.909,1.117,0.801,1.266,1.339,0.185,-0.811,0.091,7.926,-6.972,0.955,0.75,1.25,2,0.213,0.932,1.145,0.531,0.915,1.445,-5.504,4.841,-0.663,0.8,1.333,2.133,0.208,0.913,1.121,0.487,0.839,1.326,-1.0426525823345,0.48675,1.418,1.586,"0"
212754,2003,77.813,14.351,0,263.974,2,-3.435,1,,,-7.824,-0.206,82.222,13.187,-5.866,6.241,-15.198,5,-0.371,9,4.408,-1.165,6.248,2,2.204,-0.583,3.51,-5.031,8.817,-2.329,4.761,4,,0,0,0,0,0,0,0,0,0,0,0,-2.528,0.641,2.591,0.063,0.801,1.442,0.243,0.377,0.899,1.141,0.843,1.219,0.868,0.235,-0.43,0.108,3.143,-3.222,-0.079,1,1.25,2.25,0.246,0.911,1.157,0.421,0.942,1.363,-6.801,6.972,0.17,1.067,1.333,2.4,0.226,0.838,1.064,0.482,1.079,1.561,-0.243530581038673,0.56025,2.691,1.664,"0"
344939,2003,109.158,17.04,0,465.915,2,-4.343,1,,,-10.716,-0.216,113.883,16.961,-3.241,6.709,-8.585,5,0.087,9.973,4.724,0.016,2.9,2.367,2.362,-0.039,3.071,-4.606,9.45,-0.158,4.312,4.606,,0,0,0,0,0,0,0,0,0,0,0,-2.676,0.741,2.649,-0.027,0.745,1.487,0.179,0.432,0.919,1.098,0.808,1.24,0.935,0.264,-0.587,0.132,5.895,-5.836,0.059,1.243,1.25,2.493,0.186,0.956,1.141,0.492,0.921,1.413,-3.978,3.938,-0.04,1.326,1.333,2.659,0.2,1.031,1.232,0.49,0.917,1.407,-1.20331743307461,0.67725,1.487,1.789,"0"
374919,2003,109.092,14.742,0,496.635,2,-3.543,,,,-12.163,0,108.188,14.934,-2.705,6.4,-8.781,5,0.912,9,-0.904,0.192,3.501,2,-0.452,0.096,0.366,-4,-1.808,0.384,5.384,4,,0,0,0,0,0,0,0,0,0,0,0,-3.583,0.625,3.246,-0.337,0.781,1.406,0.177,0.454,0.916,1.093,0.803,1.257,1.303,0.234,-0.812,0.167,10.498,-9.51,0.988,1,1.25,2.25,0.183,0.949,1.132,0.522,0.923,1.445,-4.446,4.028,-0.418,1.067,1.333,2.4,0.191,0.991,1.182,0.486,0.86,1.346,-1.92955594498067,0.6,1.241,1.707,"0"
98562,2003,101.618,63.912,0,284.343,2,-5.704,5,,,-6.396,0,99.345,56.369,-5.124,5,-14.755,4,0.201,7,-2.273,-7.543,5.206,2,-1.136,-3.772,5.106,-4,-4.546,-15.086,4.194,3,,0,0,1,0,0,0,0,0,0,0,0,-2.919,0.6,2.88,-0.039,0.8,1.4,0.244,0.423,0.897,1.141,0.825,1.248,1.001,0.219,-0.409,0.111,4.185,-4.128,0.056,1,1.333,2.333,0.245,0.899,1.144,0.485,0.947,1.432,-6.861,6.768,-0.092,0.8,1.067,1.867,0.23,0.846,1.076,0.481,0.94,1.421,-0.43367555042937,0.666666666666667,2.35,1.333,"0"
99597,2003,80.249,24.829,0,295.387,2,-5.631,1,,,-6.335,0,87.074,23.213,-5.044,5,-14.705,4,0.289,7,6.824,-1.617,5.269,2,3.412,-0.808,5.088,-4,13.649,-3.233,4.163,3,,0,0,1,0,0,0,0,0,0,0,0,-2.973,0.6,2.915,-0.057,0.8,1.4,0.245,0.423,0.896,1.141,0.822,1.245,1.021,0.219,-0.428,0.111,4.27,-4.188,0.082,1,1.333,2.333,0.246,0.899,1.145,0.487,0.946,1.433,-6.878,6.745,-0.133,0.8,1.067,1.867,0.232,0.845,1.077,0.477,0.926,1.402,-0.436556757759885,0.666666666666667,2.314,1.333,"0"
338785,2003,113.077,10.057,0,512.715,2,-3.938,1,,,-10.957,0,112.785,10.279,-2.495,6.4,-8.013,5,1.025,9,-0.292,0.222,2.821,2,-0.146,0.111,2.94,-4,-0.584,0.443,4.627,4,,0,0,0,0,0,0,0,0,0,0,0,-3.622,0.625,3.212,-0.411,0.781,1.406,0.178,0.458,0.919,1.097,0.795,1.253,1.26,0.234,-0.784,0.167,12.542,-11.12,1.422,1,1.25,2.25,0.185,0.955,1.14,0.527,0.915,1.442,-4.146,3.676,-0.47,1.067,1.333,2.4,0.201,1.041,1.242,0.489,0.848,1.336,-2.46237980642374,0.6,1.144,1.707,"0"
175751,2003,80.591,20.453,0,365.25,2,-5.05,1,,,-7.004,-0.204,80.701,19.366,-4.655,5.559,-14.278,4,0.937,8,0.11,-1.087,6.167,1.796,0.055,-0.544,4.08,-4,0.221,-2.174,4.511,3.204,,0,0,1,0,0,0,0,0,1,783.524,783.524,-3.269,0.72,3.067,-0.201,0.72,1.439,0.247,0.417,0.897,1.144,0.828,1.245,1.127,0.248,-0.634,0.112,4.3,-4.035,0.265,1,1,2,0.25,0.906,1.156,0.472,0.936,1.408,-6.979,6.55,-0.43,1.067,1.067,2.133,0.236,0.854,1.09,0.485,0.962,1.447,-0.315590847935993,0.38975,2.135,1.482,"0"
280100,2003,118.81,11.572,0,424.889,2,-5.577,5,,,-8.638,-0.82,118.164,15.246,-3.504,6.741,-9.258,5,0.467,10,-0.646,3.673,3.889,2.18,-0.323,1.837,5.635,-5.344,-1.292,7.348,3.69,4.82,,0,0,0,0,0,0,0,0,0,0,0,-2.775,0.742,2.642,-0.133,0.742,1.483,0.177,0.42,0.918,1.095,0.812,1.232,0.913,0.267,-0.27,0.149,5.088,-4.843,0.244,1.25,1.25,2.5,0.185,0.954,1.139,0.478,0.924,1.402,-4.461,4.247,-0.214,1.333,1.333,2.667,0.2,1.035,1.236,0.499,0.966,1.465,-0.833106916676367,0.68525,1.607,1.798,"0"
441868,2003,94.03,20.564,0,478.57,2,-3.641,1,,,-13.04,0,93.837,19.852,-3.197,6.94,-9.271,5.7,0.315,10,-0.193,-0.712,5.693,2.935,-0.097,-0.356,-1.312,-3,-0.387,-1.425,5.178,4,,0,0,0,0,0,0,0,0,0,0,0,-2.998,0.62,2.9,-0.099,0.821,1.441,0.191,0.442,0.912,1.103,0.812,1.255,1.096,0.229,-0.774,0.077,5.737,-5.549,0.189,1.075,1.425,2.5,0.199,0.949,1.148,0.504,0.926,1.43,-4.397,4.253,-0.144,1.147,1.52,2.667,0.197,0.94,1.137,0.493,0.906,1.399,-0.913362517988796,0.735,1.467,1.851,"0"
10068,2003,83.9,55.281,0,287.326,2,-4.461,1,,,-5.795,0,83.842,53.672,-4.447,4.6,-14.246,4,0.868,6,-0.059,-1.608,4.794,2,-0.029,-0.804,6.76,-3,-0.117,-3.217,4.034,2,,0,0,1,0,1,1,-503.534,-503.534,0,0,0,-3.399,0.435,3.204,-0.195,0.87,1.304,0.236,0.465,0.9,1.136,0.798,1.263,1.155,0.174,-0.228,0.111,5.763,-5.432,0.331,0.667,1.333,2,0.236,0.899,1.135,0.548,0.941,1.489,-6.933,6.535,-0.398,0.533,1.067,1.6,0.226,0.864,1.09,0.492,0.844,1.336,-0.695504456409329,0.533333333333333,2.04,1.227,"0"
361597,2003,108.257,22.556,0,489.868,2,-5.759,,,,-11.968,0,103.829,23.748,-2.897,6.356,-9.404,5,0.975,9,-4.427,1.193,3.902,2,-2.214,0.597,0.265,-3.156,-8.855,2.385,5.506,4,,0,0,0,0,0,0,0,0,0,0,0,-3.583,0.629,3.246,-0.337,0.787,1.416,0.189,0.465,0.914,1.103,0.8,1.265,1.284,0.233,-0.772,0.151,8.995,-8.15,0.845,1,1.25,2.25,0.195,0.943,1.138,0.534,0.921,1.455,-4.761,4.314,-0.447,1.067,1.333,2.4,0.198,0.955,1.153,0.493,0.849,1.341,-1.51061818687473,0.589,1.329,1.695,"0"
238491,2003,86.868,31.151,0,209.775,2,-4.626,,,,-7.867,-0.559,86.51,32.354,-7.214,6.947,-16.287,5,-2.082,10.355,-0.358,1.203,6.964,1.881,-0.179,0.602,3.322,-6.614,-0.716,2.407,4.197,4.892,,0,0,0,0,0,0,0,0,0,0,0,-1.969,0.771,2.258,0.289,0.72,1.491,0.239,0.34,0.898,1.137,0.86,1.2,0.673,0.27,-0.246,0.123,2.303,-2.64,-0.338,1.089,1.017,2.106,0.244,0.914,1.158,0.375,0.949,1.324,-6.516,7.471,0.955,1.428,1.333,2.761,0.22,0.825,1.044,0.48,1.213,1.693,-0.169462498767063,0.412664500549061,3.309,1.853,"0"
