pix,year,for_age_2003,for_con_2003,for_pro,elev,p1_trend,p1_trend_slope,trend_20yrs,delta_for_age_lag3,delta_for_con_lag3,delta_cmi_sm_lag3,delta_dd5_wt_lag3,delta_for_age_lag2,delta_for_con_lag2,delta_cmi_sm_lag2,delta_dd5_wt_lag2,delta_for_age_lag1,delta_for_con_lag1,delta_cmi_sm_lag1,delta_dd5_wt_lag1,delta_for_age,delta_for_con,delta_cmi_sm,delta_dd5_wt,fire,harv,insc,gfc,canlad,count_brk_neg,sum_brk_magnitude_neg,avg_brk_magnitude_neg,count_brk_pos,sum_brk_magnitude_pos,avg_brk_magnitude_pos
106535,2003,76.482,49.04,0,389.813,1,3.999,,,,-8.536,0.0,4.319,0.108,3.73,2.0,2.159,0.054,6.17,-3.937,8.637,0.218,5.734,3.947,0,0,0,0,0,,,,,,
106538,2003,76.944,36.122,0,402.743,1,3.354,,,,-8.545,0.0,3.002,0.398,3.748,2.0,1.501,0.199,6.17,-3.0,6.005,0.796,5.753,3.0,0,0,0,0,0,,,,,,
106546,2003,88.3,38.051,0,423.516,1,4.617,,,,-8.537,0.0,-8.256,-2.167,3.769,2.0,-4.128,-1.084,6.154,-3.0,-16.512,-4.334,5.757,3.0,0,0,0,0,0,,,,,,
106571,2003,65.65,40.453,1,403.356,1,5.351,,,,-8.42,0.0,6.786,-0.118,3.834,2.0,3.393,-0.059,5.949,-3.0,13.571,-0.235,5.616,3.0,0,0,0,0,0,,,,,,
106578,2003,74.719,39.726,0,443.701,1,3.324,,,,-8.421,0.0,3.98,1.893,3.851,2.0,1.99,0.947,5.933,-3.0,7.958,3.787,5.64,3.0,0,0,0,0,0,,,,,,
106626,2003,70.283,48.121,0,406.745,1,3.599,,,,-8.221,0.0,2.506,0.04,4.01,2.0,1.253,0.02,5.568,-3.0,5.014,0.079,5.404,3.0,0,1,0,1,1,,,,,,
106865,2003,69.653,35.312,0,189.722,1,3.041,,,,-5.675,0.0,6.327,9.823,5.897,2.0,3.163,4.911,4.957,-5.0,12.655,19.646,3.615,4.0,0,0,0,0,0,,,,,,
106866,2003,67.515,42.771,0,190.141,1,2.649,,,,-5.662,0.0,7.229,10.063,5.907,2.0,3.615,5.031,4.963,-5.0,14.459,20.125,3.602,4.0,0,0,0,0,0,,,,,,
106870,2003,61.491,42.21,0,191.234,1,3.336,,,,-5.617,0.0,1.584,2.553,5.939,2.0,0.792,1.277,4.984,-5.0,3.167,5.105,3.571,4.0,0,0,0,0,0,,,,,,
106871,2003,,,0,195.502,1,3.851,1,,,-5.606,0.0,,,5.954,2.0,,,4.993,-5.0,,,3.567,3.64,0,0,0,0,0,,,,,,
106877,2003,70.195,41.003,1,209.277,1,3.574,,,,-5.547,0.0,7.199,5.354,6.026,2.0,3.6,2.677,5.009,-5.0,14.399,10.708,3.536,3.218,0,0,0,0,0,,,,,,
106879,2003,68.554,33.381,0,189.773,1,3.72,,,,-5.521,0.0,5.19,5.492,6.032,2.0,2.595,2.746,4.989,-5.0,10.381,10.983,3.49,4.0,0,0,0,0,0,,,,,,
106880,2003,,,1,191.179,1,4.965,,,,-5.511,0.0,,,6.045,2.0,,,4.991,-5.0,,,3.485,4.0,0,0,0,0,0,,,,,,
106883,2003,56.825,36.894,0,195.026,1,4.422,1,,,-5.484,0.0,8.588,-2.152,6.079,2.0,4.294,-1.076,4.999,-5.0,17.175,-4.303,3.467,4.0,0,0,0,0,0,,,,,,
106885,2003,58.616,40.391,0,194.364,1,3.355,1,,,-5.465,0.0,5.751,-5.543,6.099,2.0,2.875,-2.772,4.995,-5.0,11.501,-11.086,3.45,4.0,0,0,0,0,0,,,,,,
106887,2003,67.941,58.4,0,168.318,1,5.172,,,,-5.422,0.0,1.9,-5.159,6.081,2.0,0.95,-2.579,4.931,-5.72,3.802,-10.317,3.368,4.0,0,0,0,0,0,,,,,,
106903,2003,82.044,30.194,0,237.633,1,3.536,1,,,-5.331,0.0,-0.747,-0.537,6.357,2.0,-0.374,-0.269,5.171,-4.818,-1.496,-1.075,3.432,3.0,0,0,0,0,0,,,,,,
107403,2003,89.61,43.113,0,387.401,1,3.428,,,,-7.034,0.0,0.945,0.147,4.89,2.0,0.473,0.073,7.874,-4.0,1.89,0.295,5.317,4.0,0,0,0,1,0,,,,,,
106905,2003,68.795,26.141,0,208.778,1,3.141,,,,-5.28,0.0,3.798,-0.606,6.336,2.0,1.899,-0.303,5.114,-5.0,7.597,-1.211,3.346,3.87,0,0,0,0,0,,,,,,
107541,2003,70.66,31.209,1,343.139,1,4.119,,,,-8.577,-0.755,2.281,-0.53,3.633,1.195,1.14,-0.265,6.258,-4.0,4.563,-1.06,5.752,3.805,0,0,0,0,0,,,,,,
107543,2003,69.691,24.036,1,332.949,1,4.025,1,,,-8.562,-0.218,1.319,1.016,3.638,1.782,0.659,0.508,6.233,-4.0,2.638,2.032,5.726,3.218,0,0,0,0,0,,,,,,
107555,2003,90.4,35.407,0,405.802,1,3.786,,,,-8.578,0.0,0.169,-0.599,3.668,2.0,0.085,-0.3,6.201,-3.704,0.337,-1.197,5.782,3.704,0,0,0,0,0,,,,,,
107562,2003,89.563,52.515,0,401.845,1,3.269,,,,-8.563,0.0,0.141,-1.681,3.715,2.0,0.071,-0.84,6.168,-3.145,0.282,-3.364,5.76,3.777,0,0,0,0,0,,,,,,
107563,2003,89.374,53.646,0,392.835,1,3.771,,,,-8.552,0.0,0.903,-1.042,3.723,2.0,0.451,-0.521,6.163,-3.753,1.805,-2.084,5.74,3.808,0,0,0,0,0,,,,,,
107649,2003,91.717,59.127,0,390.801,1,3.691,1,,,-8.263,0.0,-1.026,-7.112,3.988,2.0,-0.513,-3.556,5.583,-3.0,-2.052,-14.224,5.421,3.0,0,0,0,2,2,,,,,,
107650,2003,77.739,49.854,0,395.611,1,3.81,1,,,-8.26,0.0,-1.471,-0.78,3.991,2.0,-0.735,-0.39,5.584,-3.0,-2.942,-1.561,5.421,3.0,0,0,0,2,2,,,,,,
107652,2003,75.946,31.626,0,393.843,1,3.659,,,,-8.247,0.0,-2.742,0.297,3.998,2.0,-1.371,0.149,5.567,-3.0,-5.485,0.594,5.407,3.0,0,1,0,3,0,,,,,,
107654,2003,76.41,47.433,0,402.407,1,3.54,,,,-8.236,0.0,0.977,-0.403,4.003,2.0,0.488,-0.201,5.553,-3.0,1.955,-0.806,5.403,3.0,0,1,0,1,1,,,,,,
107655,2003,80.607,54.963,0,401.592,1,4.005,5,,,-8.234,0.0,-1.213,-4.302,4.002,2.0,-0.606,-2.151,5.539,-3.0,-2.428,-8.602,5.398,3.0,0,1,0,1,1,,,,,,
107656,2003,91.34,57.236,0,387.018,1,3.389,,,,-8.22,0.0,-3.16,-3.063,4.005,2.0,-1.58,-1.531,5.532,-3.0,-6.321,-6.126,5.37,3.0,0,1,0,1,1,,,,,,
107837,2003,77.018,66.966,1,238.2,1,5.213,,,,-6.326,-1.0,-2.139,-0.085,5.4,1.0,-1.07,-0.042,4.861,-5.0,-4.278,-0.172,4.111,4.0,0,0,0,0,0,,,,,,
107542,2003,69.742,27.301,1,337.211,1,3.054,,,,-8.568,-0.218,2.501,1.199,3.636,1.782,1.25,0.599,6.247,-4.0,5.003,2.398,5.737,3.218,0,0,0,0,0,,,,,,
20203,2003,92.08,14.058,0,458.76,1,5.213,1,,,-7.147,0.0,-0.697,1.803,4.441,2.0,-0.348,0.902,7.378,-2.0,-1.392,3.608,5.569,2.0,0,0,0,0,0,,,,,,
25600,2003,74.612,51.121,0,260.405,1,2.916,,,,-4.552,0.0,1.382,-1.631,5.467,2.0,0.691,-0.816,6.2,-4.0,2.765,-3.261,3.091,3.0,0,0,0,0,0,,,,,,
26370,2003,74.964,32.896,0,442.506,1,5.053,1,,,-7.253,0.0,-0.664,1.731,4.393,2.0,-0.332,0.866,7.296,-2.0,-1.328,3.464,5.585,2.263,0,0,0,0,0,,,,,,
210477,2003,,,1,408.999,1,4.662,,,,-9.787,-0.744,,,3.569,1.0,,,3.663,-3.923,,,5.813,4.0,0,0,0,0,0,,,,,,
30347,2003,75.319,45.474,0,321.228,1,4.586,,,,-6.782,-1.0,-4.113,-2.309,4.914,2.0,-2.056,-1.154,8.172,-4.855,-8.225,-4.618,5.959,4.0,0,0,0,0,0,,,,,,
22141,2003,79.194,40.941,1,293.33,1,5.088,,,,-6.814,-1.0,-5.294,-0.254,4.855,2.0,-2.647,-0.127,8.051,-5.0,-10.588,-0.508,5.934,4.0,0,0,0,0,0,,,,,,
31835,2003,75.385,30.552,0,209.553,1,3.773,1,,,-3.935,-0.529,5.353,-3.906,5.913,2.0,2.676,-1.953,6.119,-5.0,10.706,-7.811,2.657,3.995,0,0,0,0,0,,,,,,
29338,2003,80.094,57.137,1,338.091,1,3.736,6,,,-6.918,-1.0,-2.307,-0.413,4.742,2.0,-1.153,-0.206,7.961,-4.117,-4.615,-0.828,5.929,4.0,0,0,0,0,0,,,,,,
24143,2003,56.595,58.037,0,355.268,1,5.706,,,,-6.359,-1.0,8.186,-6.987,5.196,2.0,4.093,-3.493,8.482,-4.594,16.372,-13.975,6.061,4.0,0,0,0,0,0,,,,,,
27726,2003,101.051,34.092,0,204.077,1,4.354,,,,-3.818,-0.832,-1.225,0.429,5.919,2.0,-0.613,0.214,6.183,-5.0,-2.451,0.857,2.582,4.0,0,0,0,0,2,,,,,,
10907,2003,70.359,57.691,0,358.509,1,4.26,,,,-7.18,0.0,10.647,-9.817,4.405,2.0,5.323,-4.909,7.668,-3.093,21.295,-19.635,5.795,3.0,0,0,0,2,1,,,,,,
90939,2003,100.386,28.596,0,409.622,1,3.709,,,,-6.726,0.0,0.986,-0.313,5.069,2.0,0.493,-0.156,8.188,-3.929,1.972,-0.625,5.446,3.0,0,0,0,0,0,,,,,,
93165,2003,74.23,31.731,0,386.345,1,4.568,1,,,-8.347,0.0,5.191,-0.787,3.801,2.0,2.596,-0.393,6.385,-3.218,10.381,-1.574,5.743,4.0,0,0,0,0,0,,,,,,
94024,2003,96.54,41.947,0,396.544,1,4.104,,,,-6.752,0.0,-2.556,-4.951,5.046,2.0,-1.278,-2.476,8.151,-3.854,-5.111,-9.904,5.405,3.529,0,0,0,0,0,,,,,,
94025,2003,101.032,29.784,0,387.988,1,3.686,,,,-6.765,0.0,-0.072,-2.149,5.039,2.0,-0.036,-1.075,8.131,-4.0,-0.145,-4.298,5.406,3.998,0,0,0,0,0,,,,,,
94027,2003,88.213,36.778,0,386.753,1,5.741,,,,-6.787,0.0,0.678,-1.743,5.03,2.0,0.339,-0.871,8.117,-4.0,1.358,-3.487,5.411,4.0,0,0,0,0,0,,,,,,
94028,2003,91.419,57.844,0,387.216,1,5.877,,,,-6.802,0.0,0.303,-3.648,5.027,2.0,0.152,-1.824,8.105,-4.0,0.605,-7.296,5.415,4.0,0,0,0,0,0,,,,,,
94173,2003,100.67,42.995,0,364.252,1,5.221,,,,-8.423,0.0,-7.897,1.376,3.729,1.63,-3.949,0.688,6.489,-4.0,-15.795,2.753,5.808,4.0,0,0,0,0,0,,,,,,
94176,2003,97.012,58.44,0,374.826,1,4.373,,,,-8.419,0.0,-0.485,-0.373,3.736,2.0,-0.243,-0.186,6.478,-4.0,-0.969,-0.747,5.81,4.0,0,0,0,0,0,,,,,,
94177,2003,83.994,71.003,0,371.348,1,5.813,,,,-8.418,0.0,2.694,-4.343,3.739,1.888,1.347,-2.171,6.469,-4.0,5.387,-8.686,5.806,4.0,0,0,0,0,0,,,,,,
94178,2003,77.68,71.639,0,375.409,1,3.499,,,,-8.418,0.0,5.156,-3.374,3.736,1.799,2.578,-1.687,6.46,-4.0,10.31,-6.749,5.804,4.0,0,0,0,0,0,,,,,,
94179,2003,87.16,56.136,0,385.127,1,3.444,,,,-8.413,0.0,1.73,0.06,3.738,2.0,0.865,0.03,6.457,-4.0,3.46,0.121,5.801,4.0,0,0,0,0,0,,,,,,
94180,2003,102.692,43.568,0,398.341,1,3.742,,,,-8.413,0.0,-2.885,2.51,3.734,2.0,-1.442,1.255,6.454,-3.88,-5.77,5.021,5.81,4.0,0,0,0,0,0,,,,,,
94189,2003,80.74,37.081,0,359.642,1,5.75,5,,,-8.339,0.0,5.774,-1.173,3.769,2.0,2.887,-0.586,6.366,-4.0,11.549,-2.347,5.704,4.0,0,0,0,0,0,,,,,,
94190,2003,78.706,39.748,0,351.239,1,5.062,,,,-8.327,0.0,5.167,1.157,3.777,2.0,2.584,0.578,6.357,-4.0,10.335,2.315,5.689,4.0,0,0,0,0,0,,,,,,
94191,2003,74.744,39.741,0,354.781,1,6.377,,,,-8.333,0.0,4.683,2.392,3.781,2.0,2.341,1.196,6.354,-4.0,9.366,4.782,5.695,4.0,0,0,0,0,0,,,,,,
94193,2003,70.546,37.834,0,356.669,1,6.656,,,,-8.331,0.0,4.828,-1.913,3.796,2.0,2.414,-0.956,6.351,-4.0,9.658,-3.825,5.688,4.0,0,0,0,0,0,,,,,,
94195,2003,64.423,41.111,1,338.115,1,4.875,,,,-8.314,-0.176,1.941,-2.61,3.807,1.824,0.97,-1.305,6.335,-4.0,3.883,-5.221,5.658,4.0,0,0,0,0,0,,,,,,
94199,2003,79.681,20.103,1,331.756,1,3.789,1,,,-8.308,0.0,-5.555,0.252,3.829,2.0,-2.778,0.126,6.316,-4.0,-11.11,0.504,5.636,4.0,0,0,0,0,0,,,,,,
94232,2003,84.28,27.902,0,421.19,1,3.394,,,,-8.264,0.0,-0.117,1.701,3.931,2.0,-0.058,0.85,6.169,-3.0,-0.235,3.402,5.634,3.0,0,0,0,0,0,,,,,,
94311,2003,82.558,37.218,0,363.102,1,3.803,,,,-7.876,0.0,3.182,2.542,4.103,2.0,1.591,1.271,5.596,-3.0,6.366,5.083,5.135,3.0,0,0,0,0,0,,,,,,
94317,2003,82.296,35.548,0,378.732,1,3.67,,,,-7.875,0.0,4.359,-2.49,4.136,2.0,2.18,-1.245,5.583,-3.0,8.716,-4.98,5.148,3.0,0,0,0,0,0,,,,,,
94318,2003,82.827,40.76,0,365.484,1,4.149,,,,-7.853,0.0,4.536,-3.105,4.126,2.0,2.268,-1.553,5.558,-3.0,9.072,-6.208,5.113,3.0,0,0,0,0,0,,,,,,
94510,2003,86.122,41.423,0,206.221,1,4.295,,,,-5.635,-0.335,-2.158,1.323,5.723,1.665,-1.079,0.662,5.104,-4.335,-4.316,2.645,3.652,3.335,0,0,0,0,0,,,,,,
94519,2003,72.786,40.301,0,214.806,1,3.503,1,,,-5.544,-0.758,3.48,2.929,5.815,1.242,1.74,1.464,5.119,-4.758,6.958,5.858,3.596,3.758,0,0,0,0,0,,,,,,
94559,2003,58.041,73.358,0,203.235,1,4.782,,,,-5.116,0.0,6.413,1.596,6.187,2.0,3.206,0.798,5.231,-5.0,12.826,3.194,3.266,3.176,0,0,0,0,0,,,,,,
95053,2003,83.509,41.75,0,387.473,1,4.208,,,,-6.774,0.0,0.259,3.728,5.034,2.0,0.129,1.864,8.125,-4.0,0.519,7.457,5.392,4.0,0,0,0,0,0,,,,,,
95057,2003,99.464,47.503,0,386.288,1,5.232,,,,-6.817,0.0,4.847,-2.378,5.023,2.0,2.423,-1.189,8.094,-4.0,9.696,-4.757,5.407,4.0,0,0,0,1,0,,,,,,
95058,2003,93.585,45.805,0,395.31,1,3.663,,,,-6.831,0.0,1.977,-0.696,5.019,2.0,0.988,-0.348,8.089,-4.0,3.952,-1.393,5.42,3.758,0,0,0,0,0,,,,,,
95144,2003,82.345,52.383,0,403.349,1,4.122,,,,-7.921,0.0,-2.443,1.512,4.192,2.0,-1.222,0.756,7.108,-4.0,-4.886,3.026,5.751,4.0,0,0,0,1,0,,,,,,
95202,2003,80.957,49.84,0,359.576,1,4.321,,,,-8.438,-0.075,-4.557,-0.55,3.726,1.234,-2.279,-0.275,6.473,-4.0,-9.114,-1.099,5.805,4.0,0,0,0,0,0,,,,,,
95203,2003,84.196,55.659,0,363.173,1,3.869,,,,-8.441,-0.278,-0.657,-0.661,3.73,1.637,-0.328,-0.331,6.469,-4.0,-1.314,-1.323,5.806,4.0,0,0,0,0,0,,,,,,
95208,2003,80.163,45.776,0,386.183,1,3.322,1,,,-8.423,0.0,2.464,-0.054,3.731,1.989,1.232,-0.027,6.438,-4.0,4.928,-0.108,5.799,4.0,0,0,0,0,0,,,,,,
95214,2003,78.847,51.815,0,354.137,1,5.855,,,,-8.367,0.0,2.289,-1.069,3.757,2.0,1.145,-0.534,6.37,-4.0,4.578,-2.139,5.72,4.0,0,0,0,0,0,,,,,,
95215,2003,72.819,49.393,0,352.367,1,4.75,,,,-8.358,-0.011,2.283,-1.303,3.758,2.0,1.141,-0.652,6.358,-4.0,4.566,-2.607,5.709,4.0,0,0,0,0,0,,,,,,
95217,2003,82.97,55.057,0,347.28,1,3.817,5,,,-8.338,-0.344,-0.257,-2.354,3.758,1.656,-0.129,-1.177,6.339,-4.0,-0.513,-4.709,5.68,4.0,0,0,0,0,0,,,,,,
95219,2003,74.753,59.525,0,352.614,1,4.929,,,,-8.342,0.0,2.644,-0.211,3.769,2.0,1.322,-0.106,6.337,-4.0,5.286,-0.421,5.683,4.0,0,0,0,0,0,,,,,,
95221,2003,60.616,54.629,0,346.843,1,4.156,,,,-8.336,0.0,1.515,-3.307,3.786,2.0,0.757,-1.653,6.325,-4.0,3.031,-6.614,5.671,4.0,0,0,0,0,0,,,,,,
95222,2003,65.204,52.151,1,336.997,1,3.881,,,,-8.325,-0.072,4.914,-2.933,3.79,1.928,2.457,-1.467,6.314,-4.0,9.828,-5.865,5.651,4.0,0,0,0,0,0,,,,,,
95225,2003,82.218,15.271,1,340.812,1,3.762,,,,-8.327,0.0,1.64,0.394,3.809,1.892,0.82,0.197,6.31,-4.0,3.28,0.789,5.651,4.0,0,0,0,0,0,,,,,,
95234,2003,74.327,54.761,0,347.684,1,3.21,,,,-8.315,0.0,1.881,-2.75,3.847,2.0,0.94,-1.375,6.269,-4.0,3.761,-5.499,5.634,4.0,0,0,0,0,0,,,,,,
95236,2003,68.68,44.764,0,348.137,1,3.327,,,,-8.304,0.0,1.626,1.22,3.847,2.0,0.813,0.61,6.252,-4.0,3.252,2.44,5.625,4.0,0,0,0,0,0,,,,,,
95260,2003,80.125,45.463,0,408.681,1,4.153,,,,-8.273,0.0,2.407,2.333,3.92,2.0,1.203,1.167,6.143,-3.0,4.814,4.666,5.622,3.0,0,0,0,1,0,,,,,,
95448,2003,77.825,66.593,0,264.434,1,3.586,1,,,-6.685,0.0,1.908,-4.636,4.933,2.0,0.954,-2.318,5.208,-4.0,3.817,-9.27,4.335,3.0,0,0,0,0,0,,,,,,
95548,2003,,,0,207.04,1,4.52,1,,,-5.55,0.0,,,5.818,2.0,,,5.097,-4.272,,,3.587,3.0,0,0,0,0,0,,,,,,
40703,2003,69.483,32.01,0,448.891,1,3.56,1,,,-7.705,0.0,0.003,1.553,4.119,2.0,0.001,0.776,7.312,-3.0,0.006,3.105,5.997,3.0,0,0,0,0,0,,,,,,
40956,2003,,,0,351.602,1,4.702,,,,-5.732,0.0,,,5.032,2.0,,,6.158,-3.0,,,3.931,2.0,0,0,0,0,0,,,,,,
39068,2003,78.532,29.798,0,,1,3.194,1,,,,,1.541,1.254,,,0.771,0.627,,,3.082,2.508,,,0,0,0,1,0,,,,,,
40096,2003,82.043,28.097,0,,1,2.977,1,,,,,-0.309,1.057,,,-0.154,0.529,,,-0.617,2.113,,,0,0,0,1,0,,,,,,
41067,2003,80.113,20.613,0,238.661,1,3.855,,,,-4.352,0.0,-1.896,0.032,5.824,2.0,-0.948,0.016,5.943,-4.0,-3.792,0.064,2.936,3.0,0,0,0,0,0,,,,,,
41075,2003,77.236,25.896,0,242.215,1,3.2,,,,-4.275,0.0,1.77,-1.11,5.873,2.0,0.885,-0.555,5.979,-4.0,3.541,-2.22,2.881,3.0,0,0,0,0,0,,,,,,
41642,2003,66.421,27.345,0,375.301,1,3.456,,,,-6.765,-1.0,2.774,6.026,4.948,2.0,1.387,3.013,8.146,-4.0,5.549,12.051,5.934,4.0,0,0,0,0,0,,,,,,
41645,2003,78.383,41.741,0,358.044,1,5.726,1,,,-6.797,-1.0,-1.394,-0.855,4.903,2.0,-0.697,-0.427,8.127,-4.0,-2.789,-1.711,5.911,4.0,0,0,0,0,0,,,,,,
41648,2003,73.191,32.66,0,372.083,1,3.841,1,,,-6.828,-1.0,-2.668,0.508,4.888,2.0,-1.334,0.254,8.111,-4.0,-5.336,1.014,5.932,4.0,0,0,0,0,0,,,,,,
41650,2003,88.12,28.925,0,374.109,1,4.813,1,,,-6.848,-1.0,-4.979,-2.369,4.869,2.0,-2.49,-1.184,8.091,-4.0,-9.958,-4.738,5.934,4.0,0,0,0,0,0,,,,,,
41719,2003,85.297,32.356,0,383.506,1,3.676,,,,-7.567,0.0,-0.357,0.448,4.227,2.0,-0.179,0.224,7.435,-3.835,-0.713,0.894,5.908,3.835,0,0,0,0,0,,,,,,
41723,2003,85.047,26.06,0,388.747,1,3.814,,,,-7.614,0.0,-0.864,2.179,4.192,2.0,-0.432,1.089,7.394,-3.594,-1.727,4.359,5.921,3.594,0,0,0,0,0,,,,,,
41727,2003,80.617,48.253,0,434.648,1,3.542,5,,,-7.673,0.0,-1.377,-3.33,4.147,2.0,-0.688,-1.665,7.341,-3.0,-2.753,-6.661,5.976,3.0,0,0,0,0,0,,,,,,
41728,2003,80.97,44.807,0,432.491,1,4.176,,,,-7.683,0.0,1.505,-1.735,4.138,2.0,0.752,-0.867,7.331,-3.0,3.011,-3.471,5.978,3.0,0,0,0,0,0,,,,,,
41729,2003,76.952,47.454,0,432.998,1,4.124,,,,-7.695,0.0,2.109,-2.041,4.133,2.0,1.054,-1.021,7.324,-3.0,4.219,-4.083,5.978,3.0,0,0,0,0,0,,,,,,
41734,2003,108.384,10.189,0,475.959,1,3.789,,,,-7.736,0.0,-0.684,4.746,4.1,2.0,-0.342,2.373,7.268,-3.0,-1.367,9.49,6.014,3.0,0,0,0,0,0,,,,,,
41759,2003,65.208,43.971,0,349.425,1,4.449,,,,-7.632,0.0,-3.657,-4.506,4.218,2.0,-1.829,-2.253,7.232,-3.071,-7.313,-9.014,5.752,3.0,0,1,0,0,0,,,,,,
41770,2003,78.097,13.485,0,426.331,1,3.919,1,,,-7.583,0.0,-1.2,-0.204,4.238,2.0,-0.6,-0.102,7.112,-2.666,-2.398,-0.408,5.734,3.0,0,0,0,0,0,,,,,,
41802,2003,84.378,21.074,0,467.686,1,4.442,,,,-7.476,0.0,-1.276,2.159,4.336,2.0,-0.638,1.08,7.04,-2.0,-2.551,4.319,5.596,2.0,0,0,0,0,0,,,,,,
41810,2003,71.896,30.546,0,350.134,1,4.173,1,,,-7.439,0.0,1.858,1.665,4.329,2.0,0.929,0.833,6.99,-3.0,3.715,3.33,5.444,3.0,0,0,0,0,0,,,,,,
41987,2003,77.001,57.626,0,338.53,1,6.371,1,,,-5.722,0.0,4.153,-3.025,5.052,2.0,2.076,-1.512,6.133,-3.0,8.306,-6.05,3.918,2.0,0,0,0,0,0,,,,,,
41988,2003,79.997,62.66,0,322.002,1,3.754,1,,,-5.712,0.0,5.345,-0.972,5.062,2.0,2.673,-0.486,6.126,-3.0,10.691,-1.944,3.902,2.1,0,0,0,0,0,,,,,,
41989,2003,84.451,58.477,0,305.045,1,7.747,,,,-5.695,0.0,5.962,1.837,5.07,2.0,2.981,0.919,6.117,-3.0,11.924,3.673,3.883,2.821,0,0,0,0,0,,,,,,
42103,2003,67.216,25.892,0,239.028,1,3.536,1,,,-4.295,0.0,2.147,-1.613,5.874,2.0,1.073,-0.806,5.96,-4.199,4.294,-3.225,2.894,3.0,0,0,0,0,0,,,,,,
42108,2003,88.097,14.476,0,225.77,1,5.062,1,,,-4.242,0.0,6.768,1.84,5.901,2.0,3.384,0.92,5.968,-4.672,13.535,3.68,2.849,3.594,0,0,0,0,0,,,,,,
42119,2003,78.157,22.03,0,178.619,1,2.872,,,,-4.111,-1.0,1.229,-0.572,5.929,1.44,0.614,-0.286,5.921,-5.316,2.456,-1.144,2.71,4.0,0,0,0,0,1,,,,,,
42131,2003,65.832,22.846,0,178.923,1,2.848,,,,-3.996,-1.0,8.742,-2.503,6.025,1.0,4.371,-1.252,5.926,-5.364,17.483,-5.005,2.637,4.0,0,0,0,0,0,,,,,,
42149,2003,60.682,53.287,0,166.124,1,3.504,,,,-3.813,-0.79,0.977,-0.561,6.124,1.21,0.488,-0.28,5.915,-5.79,1.954,-1.121,2.492,3.79,0,0,0,0,1,,,,,,
41778,2003,75.321,34.724,0,338.569,1,3.493,,,,-7.543,0.0,-0.19,2.191,4.248,2.0,-0.095,1.095,7.18,-3.951,-0.379,4.383,5.615,3.739,0,0,0,0,0,,,,,,
42660,2003,68.623,24.981,0,389.705,1,3.552,,,,-6.686,-0.905,-1.643,1.321,5.074,2.0,-0.821,0.661,8.227,-4.0,-3.286,2.643,5.954,4.0,0,0,0,0,0,,,,,,
42671,2003,83.192,43.119,0,371.692,1,3.491,,,,-6.786,-1.0,5.936,0.733,4.928,2.0,2.968,0.367,8.131,-4.0,11.873,1.467,5.92,4.0,0,0,0,0,0,,,,,,
42673,2003,89.764,42.631,0,359.985,1,4.912,,,,-6.808,-1.0,-0.928,1.984,4.896,2.0,-0.464,0.992,8.114,-4.0,-1.855,3.967,5.91,4.0,0,0,0,0,0,,,,,,
42674,2003,74.289,40.016,0,370.304,1,4.792,1,,,-6.818,-1.0,-2.329,-0.213,4.9,2.0,-1.164,-0.106,8.111,-4.0,-4.658,-0.425,5.923,4.0,0,0,0,0,0,,,,,,
42679,2003,80.449,22.581,0,371.822,1,3.978,,,,-6.868,-1.0,-4.61,1.021,4.856,2.0,-2.305,0.51,8.07,-4.0,-9.22,2.043,5.921,4.0,0,0,0,0,0,,,,,,
42745,2003,87.028,18.871,1,339.351,1,4.769,1,,,-7.535,-0.237,7.021,-0.276,4.235,2.0,3.51,-0.138,7.423,-4.0,14.04,-0.552,5.858,4.0,0,0,0,0,0,,,,,,
42746,2003,94.401,30.009,0,362.106,1,5.175,1,,,-7.559,0.0,-1.782,-2.306,4.231,2.0,-0.891,-1.153,7.423,-4.0,-3.565,-4.612,5.883,4.0,0,0,0,0,0,,,,,,
42747,2003,93.127,25.763,0,369.485,1,5.1,1,,,-7.573,0.0,-2.258,1.114,4.221,2.0,-1.129,0.557,7.416,-4.0,-4.516,2.226,5.894,4.0,0,0,0,0,0,,,,,,
42748,2003,89.985,20.661,0,370.922,1,4.238,,,,-7.586,0.0,3.832,0.744,4.209,2.0,1.916,0.372,7.408,-4.0,7.665,1.489,5.897,4.0,0,0,0,0,0,,,,,,
42749,2003,90.94,30.285,0,373.382,1,3.424,,,,-7.598,0.0,6.385,-0.89,4.199,2.0,3.193,-0.445,7.396,-3.924,12.772,-1.781,5.901,4.0,0,0,0,0,0,,,,,,
42751,2003,80.063,31.412,0,374.992,1,5.99,,,,-7.623,0.0,-5.239,1.933,4.186,2.0,-2.619,0.967,7.379,-4.0,-10.478,3.866,5.908,4.0,0,0,0,0,0,,,,,,
42753,2003,74.069,28.42,0,385.773,1,4.303,,,,-7.649,0.0,2.787,0.71,4.166,2.0,1.393,0.355,7.358,-3.537,5.575,1.422,5.921,3.727,0,0,0,0,0,,,,,,
42756,2003,78.138,34.966,0,425.061,1,4.997,,,,-7.697,0.0,1.092,-0.553,4.134,2.0,0.546,-0.277,7.321,-3.0,2.184,-1.108,5.967,3.0,0,0,0,0,0,,,,,,
42757,2003,80.839,39.424,0,428.276,1,5.319,,,,-7.707,0.0,-3.053,-1.743,4.13,2.0,-1.527,-0.872,7.313,-3.0,-6.107,-3.486,5.97,3.0,0,0,0,0,0,,,,,,
