pix,year,for_age_2018,for_con_2018,for_pro,elev,p4_trend,p4_trend_slope,trend_20yrs,gfc_tsince,gfc_wsum,gfc_csum,delta_for_age_lag3,delta_for_con_lag3,delta_cmi_sm_lag3,delta_dd5_wt_lag3,deltap_for_age_lag3,deltap_for_con_lag3,deltap_cmi_sm_lag3,deltap_dd5_wt_lag3,avg_for_age,avg_for_con,avg_cmi_sm,avg_dd5_wt,min_cmi_sm,min_dd5_wt,max_cmi_sm,max_dd5_wt,delta_for_age_lag2,delta_for_con_lag2,delta_cmi_sm_lag2,delta_dd5_wt_lag2,deltap_for_age_lag2,deltap_for_con_lag2,deltap_cmi_sm_lag2,deltap_dd5_wt_lag2,delta_for_age_lag1,delta_for_con_lag1,delta_cmi_sm_lag1,delta_dd5_wt_lag1,deltap_for_age_lag1,deltap_for_con_lag1,deltap_cmi_sm_lag1,deltap_dd5_wt_lag1,delta_for_age,delta_for_con,delta_cmi_sm,delta_dd5_wt,deltap_for_age,deltap_for_con,deltap_cmi_sm,deltap_dd5_wt,fire,harv,insc,gfc,canlad,abio,count_brk_neg,sum_brk_magnitude_neg,avg_brk_magnitude_neg,count_brk_pos,sum_brk_magnitude_pos,avg_brk_magnitude_pos,cmi_sm_nrange,dd5_wt_nrange,min_cmi_sm_rel,max_cmi_sm_rel,min_dd5_wt_rel,max_dd5_wt_rel,map_nrange,mat_nrange,min_map_rel,max_map_rel,min_mat_rel,max_mat_rel,cmi_sm_cv,dd5_wt_cv,cmi_sm_cqv,dd5_wt_cqv,cmi_sm_nrange30,min_cmi_sm_rel30,max_cmi_sm_rel30,dd5_wt_nrange30,min_dd5_wt_rel30,max_dd5_wt_rel30,map_nrange30,min_map_rel30,max_map_rel30,mat_nrange30,min_mat_rel30,max_mat_rel30,cmi_sm_nrange30_reg,min_cmi_sm_rel30_reg,max_cmi_sm_rel30_reg,dd5_wt_nrange30_reg,min_dd5_wt_rel30_reg,max_dd5_wt_rel30_reg,map_nrange30_reg,min_map_rel30_reg,max_map_rel30_reg,mat_nrange30_reg,min_mat_rel30_reg,max_mat_rel30_reg,cmi_sm_rel30,dd5_wt_rel30,cmi_sm_rel30_reg,dd5_wt_rel30_reg,cmi_sm_rel30p_reg,dd5_wt_rel30p_reg
72870,2018,59.531,50.12,0,292.006,2,-3.944,,2,3.0,6,-14.231,9.602,-1.829,-1.0,-19.293,23.698,33.267,-0.2,52.416,54.922,-6.57,4.5,-10.851,4.0,-1.616,5.0,-9.487,6.401,0.687,-10.0,-13.746,14.641,-8.572,-0.714,-4.744,3.2,-15.302,-2.0,-7.381,6.82,-191.875,-0.333,-14.23,9.603,0.842,1.0,-23.904,19.16,-11.492,25.0,,0,0,1,0,0,0,0.0,0.0,0,0.0,0.0,-1.406,0.222,1.652,0.246,0.889,1.111,0.2,0.576,0.877,1.077,0.699,1.275,0.502,0.111,-0.218,0.111,2.779,-3.265,-0.486,0.333,1.333,1.667,0.205,0.899,1.103,0.757,0.919,1.676,4.236,-4.978,-0.741,0.267,1.067,1.333,0.193,0.848,1.042,0.739,0.897,1.636,-3.2463107776641804,1.5,-4.39,0.75,-201.376,20.0
72871,2018,56.939,43.017,0,293.651,2,-4.312,,2,1.0,2,-17.563,2.737,-1.839,-1.0,-23.574,6.795,33.644,-0.2,48.157,44.386,-6.553,4.5,-10.837,4.0,-1.593,5.0,-11.709,1.824,0.692,-10.0,-17.057,4.428,-8.653,-0.714,-5.854,0.912,-15.3,-2.0,-9.323,2.166,-191.37,-0.333,-17.564,2.737,0.827,1.0,-30.847,6.363,-11.321,25.0,,0,0,1,0,0,0,0.0,0.0,0,0.0,0.0,-1.411,0.222,1.654,0.243,0.889,1.111,0.2,0.577,0.877,1.077,0.7,1.277,0.503,0.111,-0.218,0.111,2.794,-3.275,-0.481,0.333,1.333,1.667,0.205,0.898,1.104,0.757,0.919,1.676,4.24,-4.971,-0.731,0.267,1.067,1.333,0.194,0.848,1.042,0.739,0.897,1.636,-3.24407246398926,1.5,-4.373,0.75,-200.596,20.0
72872,2018,67.239,60.283,0,289.208,2,-5.53,,2,8.0,16,-11.209,6.622,-1.849,-1.0,-14.288,12.34,33.6,-0.2,61.634,63.594,-6.607,4.5,-10.886,4.0,-1.646,5.0,-7.472,4.415,0.697,-10.0,-10.001,7.903,-8.659,-0.714,-3.736,2.208,-15.293,-2.0,-5.264,3.802,-192.583,-0.333,-11.21,6.621,0.81,1.0,-16.672,10.983,-11.017,25.0,,0,0,1,0,0,0,0.0,0.0,0,0.0,0.0,-1.399,0.222,1.648,0.249,0.889,1.111,0.2,0.575,0.877,1.077,0.698,1.273,0.499,0.111,-0.215,0.111,2.75,-3.24,-0.49,0.333,1.333,1.667,0.205,0.898,1.104,0.757,0.919,1.676,4.239,-4.994,-0.755,0.267,1.067,1.333,0.194,0.848,1.041,0.739,0.897,1.636,-3.2469466991424603,1.5,-4.427,0.75,-203.073,20.0
141743,2018,81.134,56.079,0,322.619,2,-4.356,,2,24.0,48,-8.087,13.804,-1.351,-1.0,-9.064,32.653,31.485,-0.2,77.091,62.981,-4.886,4.5,-9.055,4.0,0.144,5.0,-5.391,9.202,1.411,-10.327,-6.231,19.63,-20.006,-0.721,-2.696,4.601,-14.789,-2.0,-3.216,8.938,-161.681,-0.333,-8.086,13.804,0.651,1.0,-9.966,24.615,-11.538,25.0,,0,0,1,0,0,0,0.0,0.0,0,0.0,0.0,-1.883,0.222,1.853,-0.029,0.889,1.111,0.203,0.568,0.881,1.084,0.699,1.266,0.673,0.111,-0.273,0.111,2.967,-2.921,0.046,0.333,1.333,1.667,0.217,0.944,1.161,0.741,0.912,1.653,4.22,-4.154,0.066,0.267,1.067,1.333,0.205,0.892,1.098,0.726,0.893,1.619,-1.78585299110413,1.5,-2.706,0.75,-124.128,20.0
153123,2018,114.409,72.574,0,308.94,2,-6.969,,2,27.5,55,12.803,11.742,-1.981,0.0,12.601,19.302,47.032,0.0,120.81,78.41,-5.851,5.5,-9.959,5.0,-0.831,6.0,8.535,7.828,1.849,-11.656,8.061,12.09,-22.992,-0.7,4.268,3.914,-14.911,-2.0,3.875,5.701,-171.037,-0.286,12.802,11.601,-0.228,1.0,11.19,15.985,3.682,20.0,,0,0,1,0,0,0,0.0,0.0,0,0.0,0.0,-1.56,0.182,1.702,0.142,0.909,1.091,0.214,0.546,0.873,1.087,0.711,1.257,0.557,0.091,-0.202,0.091,2.133,-2.327,-0.194,0.25,1.25,1.5,0.233,0.952,1.185,0.699,0.911,1.61,4.187,-4.568,-0.381,0.267,1.333,1.6,0.217,0.885,1.102,0.756,0.985,1.741,-1.5721356163024902,1.5,-3.671,1.75,-168.394,46.667
153124,2018,135.83,61.484,0,305.138,2,-5.949,,2,12.5,25,20.069,14.528,-1.988,-0.239,17.337,30.94,47.277,-0.048,145.865,68.748,-5.857,5.44,-9.965,4.761,-0.838,6.0,13.379,9.686,1.858,-12.0,10.926,18.7,-23.078,-0.716,6.69,4.843,-14.921,-2.172,5.18,8.55,-170.956,-0.313,20.069,14.528,-0.24,1.239,14.775,23.629,3.875,26.024,,0,0,1,0,0,0,0.0,0.0,0,0.0,0.0,-1.558,0.228,1.701,0.143,0.875,1.103,0.214,0.537,0.873,1.087,0.715,1.252,0.557,0.104,-0.202,0.097,2.128,-2.324,-0.195,0.31,1.19,1.5,0.233,0.951,1.185,0.688,0.916,1.604,4.187,-4.571,-0.384,0.33,1.27,1.6,0.217,0.885,1.101,0.744,0.991,1.735,-1.5687910385131802,1.4400000000000004,-3.677,1.69,-168.67,45.067
153129,2018,125.088,68.448,0,286.573,2,-4.638,,2,16.5,33,14.157,12.805,-2.029,-0.002,12.762,23.013,48.081,-0.0,132.166,74.663,-5.941,5.5,-10.048,4.998,-0.931,6.0,9.438,8.537,1.887,-11.791,8.161,14.249,-23.193,-0.702,4.719,4.268,-14.954,-2.002,3.92,6.65,-171.786,-0.286,14.157,12.268,-0.286,1.002,11.318,17.923,4.577,20.048,,0,0,1,0,0,0,0.0,0.0,0,0.0,0.0,-1.535,0.182,1.691,0.157,0.909,1.091,0.214,0.532,0.873,1.087,0.719,1.25,0.548,0.091,-0.202,0.091,2.084,-2.297,-0.213,0.25,1.25,1.5,0.233,0.952,1.185,0.681,0.92,1.601,4.182,-4.609,-0.427,0.267,1.333,1.6,0.216,0.884,1.1,0.743,1.004,1.747,-1.5659775886535598,1.5,-3.761,1.75,-172.523,46.667
460522,2018,70.574,33.317,0,358.835,2,-3.749,,0,0.0,0,-0.837,2.273,0.239,-1.0,-1.172,7.322,18.065,-0.143,70.155,34.453,1.041,7.25,-4.434,6.0,6.101,8.0,-0.558,1.516,7.574,-15.957,-0.784,4.767,-125.981,-0.727,-0.279,0.758,-10.263,-3.0,-0.394,2.328,-86.791,-0.333,-0.838,2.273,-0.625,2.0,-1.187,6.822,-40.013,33.333,,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,10.12,0.276,-4.259,5.861,0.828,1.103,0.162,0.478,0.917,1.079,0.737,1.215,-3.59,0.114,1.354,0.085,2.392,-1.007,1.385,0.4,1.2,1.6,0.219,1.234,1.453,0.601,0.927,1.528,4.833,-2.034,2.799,0.533,1.6,2.133,0.205,1.159,1.365,0.712,1.1,1.812,5.44574939346313,2.25,3.221,3.5,147.752,93.333
73899,2018,57.349,35.148,0,290.193,2,-4.618,,2,5.5,11,-17.345,-0.533,-1.833,-1.0,-23.221,-1.494,33.37,-0.2,48.676,34.882,-6.573,4.5,-10.851,4.0,-1.615,5.0,-11.563,-0.355,0.702,-10.0,-16.779,-1.0,-8.744,-0.714,-5.781,-0.178,-15.292,-2.0,-9.157,-0.504,-191.966,-0.333,-17.346,-0.532,0.827,1.0,-30.246,-1.514,-11.289,25.0,,0,0,1,0,0,0,0.0,0.0,0,0.0,0.0,-1.405,0.222,1.651,0.246,0.889,1.111,0.2,0.575,0.877,1.077,0.699,1.274,0.501,0.111,-0.217,0.111,2.76,-3.242,-0.483,0.333,1.333,1.667,0.205,0.899,1.104,0.757,0.919,1.676,4.237,-4.978,-0.741,0.267,1.067,1.333,0.193,0.849,1.042,0.739,0.897,1.636,-3.2261002521514905,1.5,-4.393,0.75,-201.514,20.0
73901,2018,74.406,71.686,0,283.13,2,-4.097,,2,5.5,11,-7.104,9.463,-1.86,-1.0,-8.715,15.208,33.538,-0.2,70.855,76.417,-6.665,4.5,-10.938,4.0,-1.708,5.0,-4.736,6.309,0.71,-10.0,-5.984,9.65,-8.748,-0.714,-2.368,3.154,-15.279,-2.0,-3.084,4.602,-194.068,-0.333,-7.103,9.462,0.8,1.0,-9.546,13.199,-10.802,25.0,,0,0,1,0,0,0,0.0,0.0,0,0.0,0.0,-1.385,0.222,1.641,0.256,0.889,1.111,0.2,0.567,0.877,1.076,0.698,1.264,0.494,0.111,-0.213,0.111,2.685,-3.182,-0.497,0.333,1.333,1.667,0.205,0.899,1.104,0.739,0.91,1.649,4.234,-5.017,-0.783,0.267,1.067,1.333,0.193,0.847,1.04,0.733,0.903,1.636,-3.22743300437927,1.5,-4.485,0.75,-205.734,20.0
74837,2018,75.228,97.172,0,274.17,2,-3.778,,3,11.333,34,-2.348,8.249,-0.865,-1.0,-3.027,9.277,12.336,-0.2,74.054,99.274,-6.597,4.5,-10.937,4.0,-1.953,5.0,-1.565,5.499,0.276,-9.0,-2.038,5.998,-3.385,-0.692,-0.783,2.75,-15.109,-2.0,-1.03,2.912,-208.919,-0.333,-2.347,2.828,2.254,1.0,-3.12,2.91,-28.615,25.0,,0,0,1,0,0,0,0.0,0.0,0,0.0,0.0,-1.362,0.222,1.658,0.296,0.889,1.111,0.185,0.564,0.891,1.076,0.703,1.266,0.497,0.111,-0.295,0.111,2.656,-3.234,-0.577,0.333,1.333,1.667,0.189,0.907,1.096,0.738,0.919,1.657,4.121,-5.017,-0.896,0.267,1.067,1.333,0.179,0.86,1.039,0.717,0.893,1.609,-3.2148455352783203,1.5,-4.417,0.75,-202.615,20.0
74838,2018,73.746,95.909,0,274.741,2,-4.837,,3,10.5,34,-4.502,12.273,-0.88,-1.0,-5.754,14.674,12.595,-0.2,71.494,98.977,-6.59,4.5,-10.933,4.0,-1.939,5.0,-3.001,8.182,0.278,-9.0,-3.91,9.327,-3.413,-0.692,-1.5,4.091,-15.11,-2.0,-1.993,4.456,-208.615,-0.333,-4.503,4.091,2.247,1.0,-6.106,4.266,-28.562,25.0,,0,0,1,0,0,0,0.0,0.0,0,0.0,0.0,-1.365,0.222,1.659,0.294,0.889,1.111,0.185,0.565,0.891,1.076,0.704,1.269,0.498,0.111,-0.295,0.111,2.665,-3.24,-0.575,0.333,1.333,1.667,0.189,0.907,1.096,0.746,0.929,1.675,4.126,-5.015,-0.889,0.267,1.067,1.333,0.179,0.86,1.039,0.717,0.893,1.609,-3.21540054321289,1.5,-4.41,0.75,-202.294,20.0
94552,2018,80.146,72.868,0,189.046,2,-4.759,1,1,56.0,56,-3.36,12.436,-2.599,0.0,-4.024,20.579,46.644,0.0,78.467,77.889,-7.892,5.5,-11.951,5.0,-3.118,6.0,-2.24,8.291,1.421,-13.0,-2.719,12.839,-14.814,-0.722,-1.12,4.145,-15.22,-2.0,-1.378,6.031,-215.917,-0.286,-3.359,8.895,-0.155,1.0,-4.191,12.207,1.897,20.0,,0,0,1,0,0,0,0.0,0.0,0,0.0,0.0,-1.119,0.182,1.514,0.395,0.909,1.091,0.215,0.499,0.868,1.083,0.738,1.237,0.398,0.091,-0.144,0.091,1.72,-2.327,-0.607,0.25,1.25,1.5,0.226,0.91,1.136,0.626,0.926,1.552,4.052,-5.482,-1.43,0.267,1.333,1.6,0.207,0.834,1.041,0.748,1.107,1.854,-2.7557990951538107,1.5,-5.712,1.75,-262.018,46.667
94555,2018,,,0,172.527,2,-7.377,1,0,0.0,0,,,-2.636,0.0,,,45.661,0.0,,,-8.139,5.5,-12.171,5.0,-3.389,6.0,,,1.438,-13.204,,,-14.603,-0.725,,,-15.218,-2.0,,,-223.498,-0.286,,,-0.176,1.0,,,2.093,20.0,,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,-1.079,0.182,1.495,0.416,0.909,1.091,0.216,0.492,0.867,1.083,0.741,1.233,0.384,0.091,-0.14,0.091,1.635,-2.267,-0.631,0.25,1.25,1.5,0.227,0.91,1.136,0.617,0.93,1.548,4.028,-5.583,-1.555,0.267,1.333,1.6,0.207,0.83,1.037,0.749,1.129,1.879,-2.7691784515380897,1.5,-5.959,1.75,-273.349,46.667
128451,2018,117.44,83.488,0,251.416,2,-5.12,,2,12.0,24,12.468,15.655,-2.166,-1.0,11.877,23.079,44.376,-0.2,123.674,90.968,-6.667,5.25,-10.741,4.0,-1.732,6.0,8.312,10.437,1.619,-13.0,7.617,14.287,-18.682,-0.765,4.156,5.218,-15.061,-3.0,3.669,6.667,-187.934,-0.429,12.468,14.366,-0.099,2.0,10.616,17.207,1.405,50.0,,0,0,1,0,0,0,0.0,0.0,0,0.0,0.0,-1.351,0.381,1.611,0.26,0.762,1.143,0.212,0.52,0.873,1.085,0.725,1.245,0.482,0.158,-0.169,0.116,1.97,-2.349,-0.379,0.5,1.0,1.5,0.227,0.935,1.162,0.659,0.918,1.577,4.133,-4.927,-0.794,0.533,1.067,1.6,0.209,0.862,1.071,0.739,1.029,1.768,-2.09382456970215,1.25,-4.487,1.5,-205.826,40.0
437772,2018,90.203,7.066,0,447.596,2,-6.162,5,2,17.5,35,-5.154,-7.934,0.616,-1.0,-5.405,-52.893,40.876,-0.167,87.626,4.764,3.196,6.0,-1.251,5.0,7.401,7.0,-3.436,-5.289,6.526,-13.0,-3.669,-42.809,-148.217,-0.722,-1.718,-2.645,-9.187,-2.25,-1.869,-27.237,-81.229,-0.31,-5.154,-3.472,2.386,2.0,-5.714,-49.137,112.388,40.0,,0,1,1,0,0,0,0.0,0.0,0,0.0,0.0,2.707,0.333,-0.391,2.316,0.833,1.167,0.17,0.536,0.92,1.09,0.705,1.24,-0.993,0.118,0.607,0.042,4.0,-0.578,3.422,0.5,1.25,1.75,0.22,1.185,1.405,0.692,0.91,1.601,3.969,-0.574,3.395,0.533,1.333,1.867,0.214,1.157,1.371,0.698,0.918,1.616,5.35902490234375,2.0,5.376,2.25,246.606,60.0
148779,2018,64.944,72.417,0,411.892,2,-8.695,,2,22.5,45,-12.615,7.515,0.522,-1.0,-16.265,11.579,-10.898,-0.2,58.637,76.079,-2.462,4.5,-6.645,4.0,1.881,5.0,-8.41,5.01,0.881,-9.09,-11.465,7.432,-17.11,-0.694,-4.205,2.505,-14.021,-2.0,-6.081,3.583,-143.761,-0.333,-12.615,7.135,3.453,1.0,-19.424,9.853,-80.904,25.0,,0,0,1,0,0,0,0.0,0.0,0,0.0,0.0,-3.463,0.222,2.699,-0.764,0.889,1.111,0.192,0.594,0.9,1.091,0.681,1.274,1.321,0.111,-0.944,0.111,6.947,-5.415,1.533,0.333,1.333,1.667,0.202,0.949,1.152,0.792,0.908,1.7,3.911,-3.048,0.863,0.267,1.067,1.333,0.203,0.95,1.153,0.689,0.791,1.48,-1.2347462053299,1.5,-0.282,0.75,-12.936,20.0
127425,2018,133.948,57.669,0,278.919,2,-4.321,,2,3.5,7,17.559,12.359,-2.171,-1.0,15.086,27.277,48.202,-0.2,142.728,63.467,-6.317,5.25,-10.413,4.0,-1.353,6.0,11.706,8.239,1.633,-12.158,9.576,16.668,-19.656,-0.752,5.853,4.12,-15.108,-2.0,4.569,7.694,-179.153,-0.333,17.559,11.188,-0.152,2.0,13.109,19.4,2.277,50.0,,0,0,1,0,0,0,0.0,0.0,0,0.0,0.0,-1.434,0.381,1.648,0.214,0.762,1.143,0.212,0.533,0.873,1.085,0.719,1.252,0.512,0.158,-0.182,0.116,2.143,-2.463,-0.32,0.5,1.0,1.5,0.227,0.935,1.162,0.683,0.921,1.604,4.156,-4.777,-0.621,0.533,1.067,1.6,0.21,0.866,1.076,0.743,1.003,1.746,-2.08864173126221,1.25,-4.137,1.5,-189.771,40.0
288782,2018,80.648,64.657,0,401.805,2,-5.781,,2,23.333,56,3.906,12.644,-0.577,-0.841,5.09,24.309,72.125,-0.144,82.601,70.979,-0.98,5.5,-5.514,5.0,4.217,6.0,2.604,8.429,4.009,-11.0,3.337,14.991,-74.434,-0.688,1.302,4.214,-12.76,-2.0,1.641,6.972,-112.097,-0.286,3.906,12.644,0.132,1.0,4.843,19.556,-9.586,20.0,,1,0,1,0,0,0,0.0,0.0,0,0.0,0.0,-9.93,0.182,5.627,-4.303,0.909,1.091,0.193,0.562,0.895,1.088,0.697,1.259,3.528,0.091,-1.105,0.091,3.608,-2.044,1.563,0.25,1.25,1.5,0.229,1.067,1.296,0.721,0.894,1.616,4.464,-2.529,1.934,0.267,1.333,1.6,0.218,1.014,1.233,0.72,0.893,1.613,1.71731998443604,1.5,1.2,1.75,55.046,46.667
134545,2018,85.96,70.919,0,407.409,2,-4.78,,2,9.0,18,-4.687,4.139,-1.264,-1.0,-5.171,6.198,39.587,-0.2,83.617,72.986,-3.741,4.498,-8.042,4.0,1.424,5.0,-3.125,2.76,1.348,-9.0,-3.508,4.049,-23.221,-0.692,-1.563,1.38,-14.879,-1.293,-1.786,1.984,-142.765,-0.244,-4.686,4.132,0.569,1.0,-5.451,5.826,-12.766,25.0,,0,0,1,0,0,0,0.0,0.0,0,0.0,0.0,-2.53,0.222,2.15,-0.381,0.889,1.112,0.2,0.62,0.882,1.082,0.671,1.291,0.904,0.111,-0.353,0.111,4.986,-4.236,0.75,0.333,1.333,1.667,0.213,0.939,1.152,0.831,0.9,1.731,4.342,-3.689,0.653,0.267,1.067,1.333,0.205,0.906,1.111,0.726,0.786,1.512,-1.8424007329940801,1.4980000000000002,-1.561,0.748,-71.606,19.947
134547,2018,81.919,65.381,0,387.183,2,-4.9,,1,21.5,39,-7.753,9.567,-1.302,-1.0,-8.646,17.141,37.543,-0.2,78.043,70.164,-4.06,4.5,-8.34,4.0,1.086,5.0,-5.169,6.378,1.354,-9.0,-5.935,10.81,-22.11,-0.692,-2.585,3.189,-14.865,-1.983,-3.059,5.128,-147.251,-0.331,-7.752,9.566,0.555,1.0,-9.463,14.631,-11.635,25.0,,0,0,1,0,0,0,0.0,0.0,0,0.0,0.0,-2.322,0.222,2.054,-0.267,0.889,1.111,0.201,0.611,0.881,1.082,0.675,1.286,0.829,0.111,-0.324,0.111,4.295,-3.8,0.495,0.333,1.333,1.667,0.214,0.939,1.153,0.81,0.895,1.705,4.324,-3.826,0.498,0.267,1.067,1.333,0.206,0.901,1.107,0.728,0.804,1.532,-1.8652763938903796,1.5,-1.88,0.75,-86.239,20.0
134548,2018,87.4,40.581,0,383.803,2,-4.646,,1,12.0,22,-6.218,1.871,-1.322,-1.0,-6.642,4.833,37.589,-0.2,84.291,41.516,-4.132,4.5,-8.408,4.0,1.014,5.0,-4.145,1.247,1.35,-9.04,-4.528,3.17,-21.813,-0.693,-2.072,0.624,-14.864,-1.984,-2.316,1.562,-148.269,-0.332,-6.219,1.87,0.546,1.0,-7.116,4.608,-11.283,25.0,,0,0,1,0,0,0,0.0,0.0,0,0.0,0.0,-2.28,0.222,2.035,-0.245,0.889,1.111,0.201,0.613,0.881,1.082,0.674,1.287,0.814,0.111,-0.318,0.111,4.167,-3.719,0.448,0.333,1.333,1.667,0.214,0.939,1.153,0.816,0.897,1.714,4.322,-3.857,0.465,0.267,1.067,1.333,0.206,0.9,1.106,0.735,0.808,1.544,-1.8711297817230195,1.5,-1.952,0.75,-89.541,20.0
133517,2018,81.161,72.93,0,410.197,2,-5.198,,2,27.5,55,-3.304,11.886,-1.265,-1.0,-3.912,19.471,40.032,-0.2,79.509,78.874,-3.707,4.443,-8.018,4.0,1.462,5.0,-2.203,7.924,1.346,-9.0,-2.643,12.19,-23.324,-0.692,-1.102,3.962,-14.894,-1.097,-1.34,5.745,-142.268,-0.215,-3.304,11.887,0.577,1.0,-4.071,16.299,-13.04,25.0,,0,0,1,0,0,0,0.0,0.0,0,0.0,0.0,-2.557,0.225,2.163,-0.394,0.9,1.125,0.199,0.629,0.882,1.082,0.663,1.292,0.913,0.101,-0.357,0.094,5.126,-4.336,0.791,0.333,1.333,1.667,0.212,0.939,1.151,0.842,0.888,1.73,4.349,-3.678,0.671,0.267,1.067,1.333,0.205,0.906,1.111,0.733,0.773,1.507,-1.8576458520889298,1.4429999999999996,-1.527,0.693,-70.046,18.48
133610,2018,77.27,94.876,0,188.824,2,-6.581,,2,5.5,11,-4.961,11.219,-2.326,-0.976,-6.033,13.411,41.573,-0.163,74.79,98.373,-7.641,5.783,-11.681,5.0,-2.803,6.91,-3.308,7.479,1.74,-13.91,-4.105,8.558,-18.011,-0.736,-1.654,3.739,-15.001,-2.0,-2.096,4.103,-211.879,-0.286,-4.96,5.124,-0.24,1.91,-6.419,5.401,3.03,38.2,,0,0,1,0,0,0,0.0,0.0,0,0.0,0.0,-1.162,0.33,1.529,0.367,0.865,1.195,0.216,0.486,0.871,1.086,0.744,1.23,0.414,0.142,-0.153,0.122,1.58,-2.079,-0.499,0.478,1.25,1.728,0.232,0.938,1.17,0.61,0.934,1.544,4.072,-5.358,-1.286,0.509,1.333,1.843,0.211,0.852,1.063,0.739,1.132,1.872,-2.0214788589477504,1.7830000000000004,-5.461,2.033,-250.505,54.213
133611,2018,74.124,91.695,0,192.554,2,-6.132,,2,24.0,48,-1.364,13.444,-2.328,-0.91,-1.807,17.181,42.143,-0.154,73.442,96.826,-7.579,5.735,-11.625,5.0,-2.734,6.91,-0.909,8.963,1.742,-13.91,-1.211,10.834,-18.157,-0.736,-0.455,4.481,-15.01,-2.0,-0.61,5.138,-209.695,-0.286,-1.364,8.305,-0.252,1.91,-1.84,9.057,3.209,38.2,,0,0,1,0,0,0,0.0,0.0,0,0.0,0.0,-1.173,0.333,1.534,0.361,0.872,1.205,0.216,0.499,0.871,1.086,0.737,1.236,0.418,0.139,-0.155,0.111,1.598,-2.09,-0.491,0.478,1.25,1.728,0.232,0.938,1.17,0.623,0.92,1.544,4.078,-5.333,-1.254,0.509,1.333,1.843,0.211,0.852,1.063,0.755,1.116,1.871,-2.0161914863586397,1.7350000000000003,-5.399,1.985,-247.661,52.933
141737,2018,82.474,74.78,0,351.458,2,-3.992,,2,9.591,21,-6.91,11.499,-1.255,-1.0,-7.731,18.171,31.477,-0.2,79.018,80.433,-4.465,4.5,-8.667,4.0,0.581,5.0,-4.607,7.666,1.385,-10.0,-5.29,11.422,-20.899,-0.714,-2.303,3.833,-14.758,-2.0,-2.717,5.403,-155.086,-0.333,-6.911,11.111,0.712,1.0,-8.38,14.858,-13.583,25.0,,0,0,1,0,0,0,0.0,0.0,0,0.0,0.0,-2.071,0.222,1.941,-0.13,0.889,1.111,0.202,0.59,0.882,1.084,0.687,1.277,0.74,0.111,-0.304,0.111,3.415,-3.201,0.215,0.333,1.333,1.667,0.216,0.944,1.159,0.778,0.905,1.683,4.242,-3.976,0.267,0.267,1.067,1.333,0.205,0.897,1.102,0.738,0.858,1.596,-1.7571938896179198,1.5,-2.285,0.75,-104.817,20.0
135574,2018,78.406,64.388,0,376.163,2,-6.449,,2,1.5,4,-7.942,7.017,-1.3,-1.0,-9.198,12.231,35.912,-0.2,74.436,67.897,-4.198,4.5,-8.458,4.0,0.922,5.0,-5.295,4.678,1.36,-9.105,-6.326,7.835,-21.656,-0.695,-2.648,2.339,-14.844,-2.0,-3.267,3.77,-149.577,-0.333,-7.941,7.017,0.582,1.0,-10.128,10.898,-11.829,25.0,,0,0,1,0,0,0,0.0,0.0,0,0.0,0.0,-2.234,0.222,2.015,-0.22,0.889,1.111,0.201,0.61,0.882,1.082,0.673,1.283,0.798,0.111,-0.315,0.111,4.004,-3.611,0.394,0.333,1.333,1.667,0.214,0.94,1.154,0.803,0.886,1.689,4.303,-3.88,0.423,0.267,1.067,1.333,0.205,0.9,1.105,0.738,0.814,1.552,-1.8553963165283203,1.5,-2.018,0.75,-92.569,20.0
138434,2018,85.032,32.179,0,410.593,2,-4.368,1,0,0.0,1,-6.931,1.985,1.399,-1.0,-7.537,6.574,-25.203,-0.2,81.566,33.172,-2.012,4.5,-6.149,4.0,1.904,5.0,-4.62,1.324,0.794,-10.0,-5.153,4.291,-16.053,-0.714,-2.31,0.662,-13.846,-2.0,-2.645,2.1,-142.831,-0.333,-6.932,1.986,4.501,1.0,-8.152,6.172,-108.406,25.0,,0,0,1,0,0,0,0.0,0.0,0,0.0,0.0,-4.002,0.222,3.056,-0.946,0.889,1.111,0.191,0.583,0.906,1.097,0.691,1.274,1.622,0.111,-1.377,0.111,7.772,-5.934,1.837,0.333,1.333,1.667,0.2,0.948,1.148,0.767,0.91,1.676,3.694,-2.821,0.873,0.267,1.067,1.333,0.204,0.966,1.169,0.688,0.816,1.504,-0.97578934383392,1.5,0.168,0.75,7.706,20.0
141739,2018,71.777,50.944,0,334.298,2,-5.904,,2,26.5,53,-13.354,11.922,-1.297,-1.0,-15.686,30.552,30.984,-0.2,65.1,56.904,-4.706,4.5,-8.891,4.0,0.325,5.0,-8.902,7.948,1.391,-10.0,-11.034,18.485,-20.236,-0.714,-4.451,3.974,-14.766,-2.0,-5.839,8.461,-159.065,-0.333,-13.354,11.921,0.707,1.0,-18.605,23.4,-12.894,25.0,,0,0,1,0,0,0,0.0,0.0,0,0.0,0.0,-1.958,0.222,1.889,-0.069,0.889,1.111,0.202,0.574,0.882,1.084,0.696,1.269,0.7,0.111,-0.288,0.111,3.141,-3.03,0.111,0.333,1.333,1.667,0.216,0.944,1.16,0.75,0.909,1.659,4.228,-4.078,0.149,0.267,1.067,1.333,0.205,0.895,1.1,0.725,0.879,1.605,-1.7716471252441406,1.5,-2.526,0.75,-115.872,20.0
